#class tools::wcsv::ntuple
#title Data
#separator 44
#vector_separator 59
#column double LXe_D_6_Energy_deposited
#column double LXe_D_6_SiPM_hits
#column double LXe_D_6_Photons_Created
0.147136,12,1170
0.26634,22,2017
0.331473,27,2428
0.448359,43,3628
0.49276,45,3640
0.481873,60,3834
0.475645,52,3853
0.177465,16,1406
0.305912,31,2329
0.484799,46,3902
0.3087,30,2319
0.122888,8,913
0.0679256,6,516
0.295348,17,2308
0.274141,23,2042
0.169949,19,1213
0.32103,29,2556
0.454464,37,3561
0.0950914,6,750
0.35717,23,2670
0.25371,20,1939
0.437773,32,3383
0.421949,29,3250
0.47033,43,3707
0.116045,11,877
0.472622,40,3630
0.483712,49,3936
0.0986997,11,731
0.302914,29,2427
0.104655,15,773
0.148978,18,1150
0.411893,47,3391
0.425427,51,3365
0.353429,35,2750
0.412467,27,3254
0.0794068,13,559
0.43766,29,3362
0.0377375,3,295
0.266849,20,2156
0.0738391,8,587
0.184536,9,1471
0.327936,26,2596
0.244323,23,1895
0.475972,43,3810
0.227285,17,1753
0.475294,38,3759
0.0935122,5,728
0.408496,37,3245
0.284875,22,2162
0.153371,15,1214
0.410306,42,3122
0.197912,12,1501
0.379192,25,2989
0.130252,17,929
0.473774,56,3686
0.0922319,10,732
0.31384,33,2460
0.0558126,8,389
0.42018,53,3390
0.247493,25,1848
0.232659,23,1792
0.318612,30,2641
0.484047,49,3905
0.183721,12,1395
0.21729,12,1680
0.192731,20,1580
0.440553,33,3500
0.0920954,8,698
0.387444,34,3112
0.0286589,2,185
0.482107,44,3836
0.361379,34,2763
0.408569,38,3214
0.0488605,3,343
0.484546,54,3888
0.206961,23,1631
0.235683,18,1827
0.48344,53,3773
0.219424,23,1726
0.400707,36,3189
0.245731,17,1913
0.327825,38,2660
0.477215,50,3712
0.498379,46,3821
0.0399143,4,294
0.205452,22,1527
0.265838,28,2133
0.285014,24,2283
0.350536,28,2815
0.0490611,2,369
0.157179,9,1220
0.036986,4,256
0.111097,14,835
0.164083,16,1198
0.487905,53,3909
0.485337,52,3939
0.242862,18,1911
0.238699,18,1869
0.449826,45,3498
0.30994,31,2525
0.192414,21,1548
0.206917,22,1552
0.348386,36,2835
0.35549,38,2831
0.47493,46,3746
0.186542,15,1366
0.187315,14,1527
0.433487,44,3453
0.436326,33,3441
0.420507,40,3295
0.101429,9,780
0.0765222,7,557
0.417854,35,3280
0.325612,35,2613
0.395109,37,3192
0.176046,18,1327
0.407432,39,3248
0.485978,44,3872
0.0772045,6,610
0.188561,16,1458
0.435731,49,3290
0.333888,18,2581
0.260896,21,2026
0.180116,20,1373
0.11844,9,922
0.423544,31,3438
0.410811,43,3187
0.325414,53,2618
0.419036,47,3247
0.13157,5,994
0.526837,41,4117
0.118895,17,871
0.0189406,1,134
0.0444456,7,301
0.463542,52,3634
0.52474,31,4172
0.470644,41,3738
0.0242544,3,152
0.383515,36,2990
0.199994,14,1486
0.0865884,6,635
0.307383,26,2330
0.0879434,11,680
0.477264,40,3797
0.461314,39,3548
0.0319369,1,228
0.164605,7,1306
0.450232,48,3557
0.470511,54,3659
0.435396,56,3420
0.406114,33,3322
0.0377052,1,247
0.388895,35,3113
0.380956,27,2892
0.192733,9,1534
0.463945,38,3533
0.178412,15,1371
0.478292,54,3812
0.256525,31,1975
0.464196,40,3653
0.0295617,1,220
0.359282,27,2850
0.1854,12,1527
0.327958,32,2597
0.10269,13,810
0.545348,80,4370
0.434827,38,3521
0.349119,23,2788
0.176914,13,1353
0.506473,60,3959
0.427707,54,3397
0.46353,28,3712
0.478207,51,3789
0.45697,44,3619
0.0975421,9,781
0.131707,12,987
0.37131,36,2922
0.192634,22,1568
0.475877,40,3743
0.0838352,8,599
0.0633893,6,485
0.441728,31,3629
0.259552,27,1973
0.369208,36,2891
0.179043,23,1380
0.0448444,3,315
0.252599,20,1975
0.0895728,5,663
0.244388,27,1843
0.325545,44,2518
0.0230949,1,150
0.143045,20,1082
0.19073,23,1491
0.357164,38,2771
0.28243,34,2312
0.461671,39,3682
0.561294,50,4501
0.460844,45,3632
0.497339,45,4034
0.336792,40,2676
0.458317,50,3702
0.38306,39,3076
0.0331475,3,242
0.138459,15,1092
0.201686,12,1573
0.106818,7,828
0.287391,30,2270
0.0227128,1,157
0.153044,18,1210
0.0944467,7,716
0.472178,49,3746
0.397457,50,3080
0.132284,6,927
0.16706,10,1289
0.154704,16,1228
0.233918,23,1774
0.19888,25,1578
0.175897,13,1350
0.489176,55,3868
0.470412,44,3681
0.244772,25,1875
0.0685428,15,513
0.293935,33,2356
0.508399,47,3957
0.470117,39,3700
0.079154,5,572
0.483781,44,3849
0.487032,49,3894
0.153375,14,1189
0.0357553,2,233
0.105755,9,827
0.267916,25,2095
0.30127,31,2415
0.164416,11,1303
0.452485,37,3473
0.317705,16,2479
0.478537,42,3886
0.436497,44,3403
0.0603931,7,494
0.361288,30,2853
0.384406,33,3027
0.0563659,4,428
0.51279,43,4004
0.465999,39,3638
0.437515,37,3392
0.382742,32,3001
0.297494,19,2402
0.536638,46,4243
0.302457,37,2389
0.476724,49,3848
0.37442,22,2782
0.284894,27,2335
0.163212,17,1293
0.516127,56,4132
0.39693,36,3178
0.41048,44,3238
0.229137,18,1799
0.166125,17,1311
0.140717,13,1079
0.110341,8,858
0.398773,51,3151
0.0784936,7,565
0.326748,29,2522
0.158173,21,1215
0.477397,54,3843
0.355036,28,2429
0.109237,14,829
0.457004,46,3556
0.154782,22,1203
0.0207948,1,144
0.477205,50,3761
0.481264,50,3766
0.149768,13,1168
0.421399,37,3383
0.418663,34,3293
0.108974,17,906
0.484243,40,3813
0.124896,11,1018
0.200438,10,1516
0.123282,10,950
0.121732,14,922
0.317196,23,2538
0.230204,26,1858
0.4725,38,3723
0.545585,56,4256
0.374001,36,2811
0.395925,37,3123
