,Energy Deposited,SiPM Hits,Photons,x_pos,y_pos,z_pos,LCE,log(LCE),Distance
22269,0.493675,120,3890,0.31309212598425196,0.493744094488189,1.460771653543307,0.030848329048843187,-3.478672693830446,1.5734242066241857
22270,0.457521,23,3693,0.26917283464566927,-0.44227165354330716,3.741517716535433,0.006227998916869754,-5.078700198923413,3.777169979440645
22274,0.526201,23,4255,-0.22569488188976378,0.35998385826771656,3.1134803149606296,0.005405405405405406,-5.220355825078324,3.142337701389188
22278,0.491766,602,3942,-0.027380748031496063,-0.3224681102362205,0.4606141732283461,0.15271435819381024,-1.8791860424038445,0.5629394319648574
22280,0.453574,21,3594,0.5924212598425197,-0.2544767716535433,1.995736220472441,0.005843071786310518,-5.142498629620081,2.0973040881403513
22285,0.47200699999999995,99,3796,-0.023714724409448818,-0.23969960629921258,1.390744094488189,0.026080084299262382,-3.6465833095952287,1.4114486975329945
22291,0.473817,6,3797,-0.02778767716535433,-0.2636885826771654,4.240611811023622,0.0015801948907031868,-6.4502070910037475,4.248893074134672
22294,0.46138,128,3766,-0.19920708661417322,0.48178346456692916,1.4870039370078738,0.033988316516197555,-3.3817384452974806,1.5757472762991966
22297,0.550148,181,4370,0.21442598425196852,-0.3814909448818897,0.7343464566929134,0.0414187643020595,-3.18402125682381,0.8548558721835743
22300,0.47723699999999997,2,3761,0.03595035433070866,-0.5388976377952756,7.114952755905512,0.0005317734645041213,-7.539292977910391,7.135422609121711
22301,0.457818,2,3713,0.4861141732283465,0.18756889763779527,4.062235039370079,0.0005386479935362241,-7.5264482736171345,4.095514936593513
22313,0.490519,2,3903,0.3410468503937008,0.35693031496062994,7.656157480314961,0.0005124263387138099,-7.5763535866206695,7.672057062306307
22314,0.471707,6,3896,0.6389370078740157,-0.06635748031496062,5.641,0.001540041067761807,-6.4759461955343705,5.6774576013586175
22322,0.458675,237,3758,0.5207874015748032,-0.39110787401574804,0.47835039370078725,0.06306546035125067,-2.7635820388382792,0.8080866203012222
22325,0.454363,149,3688,0.3807787401574803,-0.21820354330708663,0.7203700787401573,0.040401301518438175,-3.2088932787310256,0.8435272880066098
22336,0.47950699999999996,6,3850,0.07109488188976378,-0.4568661417322835,5.573082677165354,0.0015584415584415584,-6.464068958053775,5.592229580427901
22343,0.478658,85,3959,0.7764094488188977,0.08746692913385827,2.0356889763779527,0.02147006819904016,-3.8410954906158143,2.1804796959508908
22349,0.461421,2,3727,-0.014266456692913385,-0.12427007874015748,7.802811023622048,0.0005366246310705661,-7.530211718919313,7.803813584050711
22355,0.470635,367,3816,-0.0030073700787401577,0.24258897637795276,0.09725196850393666,0.09617400419287211,-2.341596184513607,0.2613740635808842
22358,0.45071000000000006,90,3663,0.33655118110236226,-0.27653188976377957,1.4932677165354327,0.02457002457002457,-3.7062280924485496,1.5555015450987721
22359,0.514371,28,4085,0.5443661417322835,-0.5336811023622048,1.1440275590551177,0.006854345165238678,-4.982872497118899,1.3747541857221754
22361,0.455117,6,3685,0.19986456692913385,-0.3320106299212598,5.627862204724409,0.0016282225237449117,-6.420266335395382,5.6411886955552175
22362,0.464703,30,3700,0.4085511811023622,-0.43254330708661415,2.6736889763779526,0.008108108108108109,-4.814890716970161,2.739091185501232
22374,0.495149,1,3911,0.12865157480314962,0.4010511811023622,7.872984251968504,0.00025568908207619537,-8.271548374755515,7.884242151868941
22375,0.544424,50,4342,0.2793885826771654,0.3691559055118111,1.0826653543307083,0.011515430677107323,-4.464067345010091,1.1774966378604392
22378,0.56652,107,4526,-0.04329173228346457,-0.13447874015748032,1.3224370078740157,0.02364118426866991,-3.7447649917315764,1.3299617834483914
22379,0.478523,3,3897,-0.1294744094488189,-0.2401929133858268,6.896023622047244,0.0007698229407236335,-7.1693500166706,6.901420002736864
22382,0.462645,199,3782,0.022548700787401572,0.3873003937007874,0.3037086614173225,0.052617662612374404,-2.9447034244939103,0.4926956361567317
22389,0.456088,5,3678,0.45125590551181105,0.559488188976378,5.803090551181102,0.0013594344752582926,-6.600686492730166,5.847436948875186
22391,0.45965200000000006,105,3718,0.49517716535433076,0.1414468503937008,3.388527559055118,0.028240989779451317,-3.566980818123866,3.42743733057961
22400,0.46402600000000005,2,3691,-0.11853110236220474,0.26994015748031497,6.071251968503938,0.000541858574911948,-7.520505522470053,6.078405858110384
22406,0.56603,3,4407,0.33910236220472445,0.5243267716535434,6.297952755905512,0.0006807351940095302,-7.292337176173877,6.328832269158608
22409,0.452192,5,3575,-0.09315393700787401,0.06942244094488188,5.785220472440945,0.0013986013986013986,-6.5722825426940075,5.786386873173677
22411,0.469341,14,3684,-0.09621535433070867,-0.011358818897637795,0.7511889763779525,0.003800217155266015,-5.572697067759939,0.7574109158227713
22416,0.45240600000000003,40,3616,0.8173661417322835,0.5626574803149607,2.3993818897637795,0.011061946902654867,-4.504244267398131,2.5964792128440206
22420,0.538538,45,4322,0.26343897637795277,0.10148858267716536,2.7456850393700787,0.010411846367422489,-4.564811047296511,2.760160568175256
22425,0.47296000000000005,17,3835,0.6011850393700787,0.060900393700787404,3.318775590551181,0.004432855280312908,-5.41871136974514,3.3733371799975247
22432,0.470099,1,3897,0.11956338582677165,-0.5129803149606299,6.296137795275591,0.00025660764690787786,-8.26796230533871,6.318132267044213
22433,0.473923,236,3783,-0.07129212598425197,0.07676259842519685,0.3365,0.06238435104414486,-2.774440819607419,0.3524305800357604
22443,0.52862,29,4101,0.3322106299212599,0.5533858267716535,4.993003937007874,0.007071445988783224,-4.9516902954055855,5.034549442689043
22444,0.46142799999999995,13,3626,0.4940669291338583,0.014988070866141734,4.019816496062992,0.0035852178709321566,-5.63093603385326,4.050092768660021
22458,0.474963,4,3836,0.6415393700787403,-0.3544830708661417,7.606271653543307,0.0010427528675703858,-6.8658910748834385,7.641505053220088
22461,0.466639,9,3776,0.1577291338582677,0.33683818897637796,6.191507874015748,0.0023834745762711866,-6.039195949929172,6.20266944139534
22466,0.541289,1,4228,0.5956968503937008,-0.047118897637795275,7.822877952755906,0.00023651844843897824,-8.349484346990128,7.845667236876544
22467,0.462728,3,3715,0.47987795275590556,0.25835748031496064,6.912385826771653,0.0008075370121130552,-7.12152166848375,6.933837988829096
22468,0.47432299999999994,4,3861,0.4210984251968504,-0.10405354330708662,5.4819645669291335,0.001036001036001036,-6.872387135144345,5.499098702209713
22470,0.46491499999999997,53,3762,0.06894133858267716,-0.32254645669291343,2.2924015748031494,0.014088250930356193,-4.262414096308854,2.31600822646438
22471,0.47339499999999995,26,3930,0.6529094488188977,0.12724724409448818,2.997,0.0066157760814249365,-5.0182981668418245,3.069933486166539
22482,0.489763,1,3999,0.47419685039370085,0.33266771653543314,6.485637795275591,0.00025006251562890725,-8.293799608846818,6.51145360684198
22485,0.5362939999999999,17,4230,0.16820590551181103,-0.29865590551181104,2.4129803149606297,0.004018912529550827,-5.516743927984107,2.4372038439436343
22486,0.478627,2,3766,-0.1380212598425197,-0.37195944881889764,5.598622047244094,0.0005310674455655868,-7.5406215286571525,5.612661804137304
22495,0.46290600000000004,1,3645,0.14702874015748033,0.1342696850393701,7.344023622047244,0.00027434842249657066,-8.201111644442758,7.346722314062291
22496,0.556936,4,4460,0.26600511811023625,0.12519960629921262,5.800055118110236,0.0008968609865470852,-7.016609683894219,5.807501445320101
22503,0.458758,4,3092,0.3749751968503937,0.5354015748031496,6.965342519685039,0.00129366106080207,-6.6502790485874215,6.995945801754543
22513,0.451205,14,3637,0.1906948818897638,-0.32817716535433067,2.943767716535433,0.00384932636788562,-5.55985711537173,2.968136310676313
22522,0.47771199999999997,36,3839,0.5720393700787402,-0.26093700787401575,1.2744763779527555,0.00937744204219849,-4.669448256544688,1.4211288474159902
22527,0.507338,1,4007,-0.001288976377952756,0.2740574803149607,7.124787401574804,0.0002495632642874969,-8.295798110636145,7.130056429062518
22528,0.450716,6,3575,0.20416062992125988,0.1075759842519685,5.442854330708661,0.0016783216783216783,-6.3899609859000535,5.447744250651975
22534,0.5171319999999999,4,4149,0.0946744094488189,0.5261141732283465,5.177389763779527,0.0009640877319836105,-6.944328259212977,5.204913460679751
22535,0.464754,6,3835,0.2969133858267717,-0.15241338582677166,4.0284464566929135,0.0015645371577574967,-6.460165244573302,4.042247920811388
22538,0.462531,2,3709,0.5243740157480316,0.3806417322834646,7.935393700787402,0.0005392289026691831,-7.525370396929645,7.961804407497326
22539,0.46671599999999996,5,3848,0.10874645669291338,-0.1986409448818898,5.34742125984252,0.0012993762993762994,-6.645870899351497,5.35221432185246
22543,0.459959,9,3670,0.18251417322834648,-0.327351968503937,4.194368897637795,0.002452316076294278,-6.0107223637123965,4.211080762011568
22546,0.47495200000000004,119,3816,0.5863543307086614,-0.14240590551181104,0.895011811023622,0.031184486373165617,-3.4678345394566477,1.0794151124276632
22547,0.454729,13,3721,-0.10522007874015749,0.391707874015748,4.42911811023622,0.0034936844934157483,-5.6567983708850855,4.4476503412429444
22553,0.49215600000000004,2,3928,0.17127519685039372,0.1803570866141732,0.061574803149606026,0.0005091649694501018,-7.582738488914411,0.25623295676201807
22554,0.48198199999999997,171,3957,0.3119311023622047,-0.29104212598425194,0.7990826771653544,0.043214556482183475,-3.1415778848827642,0.9058364403489647
22556,0.46614300000000003,115,3744,0.5435944881889764,-0.5167834645669291,1.1350118110236216,0.030715811965811964,-3.4829777092342327,1.3604454888022361
22559,0.47866899999999996,12,3807,-0.20828976377952757,0.036446299212598426,2.539169291338583,0.0031520882584712374,-5.759690106594497,2.5479587218984743
22582,0.52812,4,4129,0.13924015748031499,-0.2451417322834646,6.251350393700788,0.0009687575684185032,-6.9394961647662,6.257704374224231
22583,0.5407,109,4304,0.3212326771653544,-0.19048858267716534,1.0006456692913386,0.02532527881040892,-3.6759522196124768,1.0680674550236455
22585,0.47866899999999996,25,3853,-0.21248503937007876,-0.03134811023622047,1.7951220472440943,0.006488450558006748,-5.037731519757957,1.8079258171930934
22591,0.516904,11,4192,0.1421259842519685,0.5089212598425197,3.805773622047244,0.0026240458015267176,-5.9430379532025075,3.84227972776448
22592,0.47491300000000003,139,3779,0.1830188976377953,-0.26363622047244095,0.6613897637795271,0.03678221751786187,-3.302740770218797,0.7351437908803188
22595,0.451196,15,3614,-0.09784685039370078,0.007664488188976378,3.192366141732283,0.004150525733259546,-5.484520270049964,3.1938745018221724
22599,0.534634,34,4407,0.5119527559055118,0.20602874015748032,2.258751968503937,0.007714998865441343,-4.8645889402258256,2.32518900764444
22604,0.459966,7,3744,0.48453543307086616,-0.560255905511811,5.102129921259842,0.0018696581196581197,-6.281999688542169,5.155617421703922
22605,0.493098,95,3940,-0.051797637795275596,-0.563240157480315,0.9627519685039366,0.024111675126903553,-3.7250591106914386,1.1166081779826913
22607,0.47234899999999996,39,3890,-0.05316299212598425,-0.5104094488188976,2.579208661417323,0.010025706940874035,-4.6026027904828455,2.629764519554087
22608,0.483947,3,3859,0.4500826771653544,0.507720472440945,6.79427559055118,0.0007774034724021767,-7.159551072869509,6.828069660949541
22616,0.47543,4,3829,0.0073922047244094485,0.5656062992125985,3.7582480314960627,0.0010446591799425438,-6.864064590357404,3.8005780345420734
22618,0.509035,69,4079,0.2217248031496063,-0.41679527559055124,1.4338503937007874,0.016915910762441776,-4.079500634720299,1.50957184049062
22619,0.50271,3,3885,0.08041062992125984,-0.36653464566929134,3.6438240157480317,0.0007722007722007722,-7.166265974133638,3.663095272255741
22626,0.456582,38,3561,0.20471181102362204,0.16114409448818898,2.3874999999999997,0.010671159786576805,-4.540210523551392,2.401672457842865
22632,0.51185,162,4064,0.10308937007874015,-0.18646062992125986,0.7358818897637791,0.03986220472440945,-3.2223266540259337,0.7661051758186831
22633,0.467552,20,3684,0.21360354330708664,0.49931102362204727,2.8074921259842522,0.0054288816503800215,-5.216022123821206,2.859536677416014
22637,0.45805100000000004,5,3732,-0.26075629921259846,0.3258169291338583,4.205342519685039,0.0013397642015005359,-6.615261649533134,4.225997660524693
22638,0.48104300000000005,10,3906,0.0210398031496063,-0.34482165354330707,3.852988188976378,0.002560163850486431,-5.967684018442578,3.868444471678556
22641,0.544411,28,4334,0.07704055118110235,-0.04657204724409449,2.47109842519685,0.006460544531610522,-5.0420416719211,2.4727376789949127
22644,0.54093,32,4286,0.2418779527559055,0.15804921259842522,2.474346456692913,0.007466168922071862,-4.897373273233796,2.4911593456423344
22647,0.554419,4,4297,-0.03259755905511812,0.5402795275590552,4.284720472440945,0.0009308820107051431,-6.979378022655104,4.318772290328623
22651,0.473997,29,3903,-0.2505228346456693,0.14110590551181104,2.4408228346456693,0.007430181911350244,-4.902204937194141,2.4576998753665853
22656,0.466238,1,3613,-0.05677716535433071,-0.14111102362204725,6.101653543307087,0.0002767783005812344,-8.19229373114764,6.103549125717369
22662,0.47385,4,3821,0.15414055118110237,-0.08923503937007875,4.97296062992126,0.0010468463752944255,-6.861973086327009,4.976149076195029
22675,0.452138,116,3632,0.48104724409448824,-0.2891598425196851,1.0861417322834643,0.031938325991189426,-3.443948548614819,1.222588944897113
22692,0.460649,64,3772,0.3226389763779528,-0.5471732283464567,3.014677165354331,0.016967126193001062,-4.076477560393676,3.080872094424908
22693,0.46056199999999997,10,3784,0.44022834645669295,-0.4904291338582677,3.4426811023622044,0.002642706131078224,-5.935951837177723,3.505192563172929
22696,0.451664,41,3523,-0.14359724409448818,-0.41667322834645676,3.2638070866141735,0.011637808685779166,-4.45349611163693,3.2934288281918422
22705,0.666555,39,5331,0.6954803149606299,0.4844291338582678,2.7104763779527556,0.007315700619020821,-4.917732470693115,2.8399025774959776
22713,0.475522,117,3749,0.6018385826771654,0.32110118110236224,0.9941614173228347,0.03120832221925847,-3.4670704819381557,1.205683445933276
22723,0.485705,2,3837,-0.09903779527559055,-0.4725905511811024,6.420291338582677,0.0005212405525149857,-7.559298909687007,6.438423035669406
22727,0.47284899999999996,4,3804,0.35139606299212606,0.35570078740157485,7.184767716535434,0.0010515247108307045,-6.85751406254539,7.202144776649123
22729,0.5343859999999999,122,4202,-0.10538937007874018,0.2635322834645669,2.355263779527559,0.029033793431699192,-3.539294836671689,2.3723034491624557
22732,0.477649,12,3787,0.011489409448818898,0.5636929133858268,2.847972440944882,0.0031687351465540005,-5.754422778113795,2.903244518037093
22734,0.48236,442,3805,0.16622125984251968,-0.042064566929133865,0.2563779527559055,0.1161629434954008,-2.152761388218088,0.30842922960361485
22736,0.466947,21,3837,-0.1823535433070866,0.4346062992125985,5.055523622047245,0.00547302580140735,-5.2079236525235295,5.077445671117478
22741,0.568277,16,4509,0.11915708661417324,0.24096062992125986,3.6898740157480314,0.0035484586382789974,-5.641241956181303,3.69965277945849
22743,0.49551999999999996,1,3976,0.23393700787401578,-0.22333031496062994,7.3968031496063,0.00025150905432595576,-8.288031567776464,7.403870594983352
22744,0.5418970000000001,38,4382,0.5400472440944882,0.037428267716535436,0.7065748031496064,0.00867183934276586,-4.747674360429026,0.8901122701795642
22747,0.47956499999999996,305,3814,0.12434094488188976,-0.2227141732283465,0.4895669291338578,0.07996853696906135,-2.5261220095529526,0.5520308430083076
22748,0.47618,175,3865,0.7293740157480315,-0.3387346456692914,1.1964960629921257,0.045278137128072445,-3.0949309870980084,1.4416415795130102
22750,0.5476770000000001,1,4412,0.2668787401574803,0.4769409448818898,4.217175590551181,0.00022665457842248413,-8.392083380373393,4.252442461502986
22752,0.485368,7,3791,-0.14282244094488192,-0.46368503937007877,6.786244094488189,0.0018464785017145871,-6.294474966461022,6.803566048429963
22757,0.452197,4,3708,-0.1589716535433071,0.5126023622047244,4.150196456692913,0.0010787486515641855,-6.831953565565855,4.184753732003183
22759,0.45318100000000006,174,3622,-0.2198031496062992,0.18225157480314963,0.015905511811023478,0.048039757040309224,-3.03572633922883,0.2859756045557869
22762,0.481075,5,3808,0.4195078740157481,-0.1826484251968504,4.9199960629921256,0.0013130252100840337,-6.635421483477155,4.941225411114749
22763,0.467528,12,3776,0.5068267716535434,-0.5136181102362205,1.9793307086614171,0.0031779661016949155,-5.751513877477391,2.1067574596705447
22781,0.45529899999999995,29,3675,0.7334566929133859,-0.5670787401574804,2.810031496062992,0.007891156462585034,-4.842012581660463,2.9590224782492025
22782,0.479746,2,3890,0.7579094488188978,0.525988188976378,6.126996062992126,0.0005141388174807198,-7.573017256052546,6.196060931226599
22788,0.524257,378,4273,-0.02671185039370079,-0.3417188976377953,1.062562992125984,0.08846243856775099,-2.4251772400244374,1.1164790370580047
22794,0.5786789999999999,3,4563,0.6827637795275591,0.23008464566929135,5.701460629921259,0.0006574621959237344,-7.327123292259293,5.74680421080705
22802,0.513459,56,3475,0.5635866141732283,-0.4031338582677165,1.7051614173228347,0.016115107913669064,-4.127998067263744,1.840576604894096
22806,0.477807,4,3778,0.42460629921259846,0.42849212598425196,3.41092125984252,0.0010587612493382743,-6.850655686941564,3.4638533242917786
22807,0.550146,58,4471,0.31236811023622046,0.3009106299212599,0.7410551181102363,0.012972489375978528,-4.344924365687561,0.8586522762850707
22810,0.467575,7,3740,0.3807137795275591,-0.1104232283464567,4.27985,0.0018716577540106951,-6.280930741353265,4.29816848131627
22811,0.453539,33,3612,-0.06287677165354331,-0.0801232283464567,2.052834645669291,0.009136212624584718,-4.6955093530703955,2.0553596528574736
22813,0.46883199999999997,1,3783,0.41737795275590556,-0.4443346456692913,7.522582677165355,0.0002643404705260375,-8.23827262463303,7.547243719900467
22836,0.502583,1,3995,0.35760433070866143,-0.36938779527559057,6.346137795275591,0.00025031289111389235,-8.292798858200376,6.366929646011921
22838,0.51945,6,3988,0.1722889763779528,-0.3412885826771654,4.002922279527559,0.0015045135406218655,-6.499285661853674,4.021137670359629
22839,0.46655699999999994,1,3718,0.7811850393700788,-0.35616811023622047,7.064299212598425,0.00026896180742334586,-8.220941168281389,7.116279164957176
22841,0.46051800000000004,4,3677,0.5141023622047244,0.057039370078740166,5.797555118110237,0.0010878433505575197,-6.8235581201813815,5.820584169659405
22849,0.549652,2,4367,-0.24472952755905517,-0.08833937007874015,6.1767007874015745,0.0004579803068468056,-7.688684372925616,6.182178338017468
22857,0.485972,5,3789,0.047526771653543305,0.012818149606299213,3.7539728346456696,0.0013196093956188968,-6.630419498584501,3.7542955587221396
22858,0.47029399999999993,60,3896,0.5028031496062992,-0.3747153543307087,1.5881535433070866,0.015400410677618069,-4.173361102540325,1.7074701406303001
22862,0.46267600000000003,2,3706,-0.26720393700787404,-0.2835555118110237,3.773192125984252,0.0005396654074473826,-7.52456122628536,3.793254604138836
22869,0.508741,136,4008,-0.09422519685039371,-0.5380669291338583,1.0794055118110235,0.033932135728542916,-3.383392757028649,1.2097564494050252
22871,0.46328500000000006,173,3744,0.30401614173228353,0.11893188976377954,1.804755905511811,0.04620726495726496,-3.0746182430997036,1.8340432075925377
22875,0.465276,5,3804,-0.01515724409448819,0.048008661417322844,4.185732677165354,0.0013144058885383807,-6.634370511231181,4.1860354296529145
22877,0.47417,103,3777,-0.09238661417322835,-0.02651208661417323,1.4348307086614174,0.027270320360074134,-3.601956334482821,1.4380463621639101
22878,0.45446800000000004,77,3535,-0.22498700787401577,0.19228070866141736,1.6979409448818898,0.02178217821782178,-3.8266631564769895,1.7235412605858451
22879,0.462084,3,3666,0.08861141732283465,0.15377480314960632,5.374803149606299,0.0008183306055646482,-7.108244139731541,5.3777325677632435
22880,0.47918,16,3960,-0.23864527559055118,-0.3188976377952756,2.9386102362204722,0.00404040404040404,-5.511410582008745,2.9654809713388546
22881,0.46402899999999997,19,3893,0.03733204724409449,-0.1264984251968504,2.0569251968503934,0.004880554842024146,-5.322496368444015,2.061149387785065
22884,0.456242,3,3652,-0.1252531496062992,0.11048779527559055,7.360031496062992,0.0008214676889375684,-7.10441795304675,7.36192634623781
22891,0.47187799999999996,4,3835,-0.0823015748031496,0.2564968503937008,6.892748031496064,0.0010430247718383311,-6.865630352681466,6.898009829593593
22892,0.454879,4,3712,-0.08062519685039371,0.3999685039370079,5.2701299212598425,0.0010775862068965517,-6.833031732786201,5.285900548957296
22895,0.51267,2,4148,0.6799133858267717,0.40798425196850396,5.752259842519685,0.00048216007714561236,-7.637234388789473,5.80665365403735
22898,0.47882399999999997,4,3903,0.5966259842519686,-0.38137480314960626,5.127188976377952,0.0010248526774276198,-6.883206406060724,5.175855108583859
22906,0.46061199999999997,26,3664,0.3529551181102363,0.3987047244094489,2.718240157480315,0.007096069868995633,-4.948214187772539,2.769904750421074
22908,0.473797,2,3785,0.5871299212598425,0.008637992125984253,6.694578740157481,0.0005284015852047556,-7.545653985311604,6.720281293778935
22911,0.5344810000000001,5,4249,0.647492125984252,-0.47820078740157484,5.356090551181102,0.0011767474699929394,-6.745001027680711,5.416237442979634
22915,0.48108900000000004,4,3810,0.22997244094488192,-0.15200826771653544,4.868736220472441,0.0010498687664041995,-6.859090107000856,4.876534242839745
22916,0.506053,4,3959,0.03136897637795276,0.5061574803149607,6.791287401574803,0.0010103561505430665,-6.89745238598624,6.8101955903150415
22924,0.47174399999999994,7,3880,-0.26148700787401574,0.4888110236220473,6.860255905511811,0.0018041237113402063,-6.317680283562006,6.882617435337447
22925,0.5719069999999999,3,4624,-0.040803149606299216,-0.30681220472440945,7.333562992125984,0.0006487889273356401,-7.340403121684104,7.340091606067697
22939,0.45134399999999997,38,3552,0.1912468503937008,-0.38167637795275594,4.735889763779527,0.010698198198198198,-4.537679944385675,4.7550924354784465
22945,0.467365,4,3692,0.24272244094488188,-0.12772086614173228,4.959165354330708,0.0010834236186348862,-6.827629234502853,4.966744186545172
22947,0.48160699999999995,7,3889,0.5967992125984252,0.5585275590551182,3.7900456692913385,0.0017999485728979173,-6.3199971851004335,3.877185642924027
22950,0.509146,3,4006,-0.2662968503937008,0.11248070866141732,5.653031496062992,0.0007488766849725411,-7.196936227557654,5.660417919008346
22962,0.45691499999999996,15,3604,-0.10992125984251969,-0.46281889763779527,4.591464566929134,0.004162042175360711,-5.481749417626018,4.616040606920802
22983,0.509262,3,4078,0.051013779527559054,-0.272938188976378,5.930732283464567,0.0007356547327121138,-7.214749662466291,5.937228568855357
22989,0.476171,1,3820,0.408240157480315,0.20963188976377956,7.025362204724409,0.0002617801047120419,-8.24800570160062,7.040335195355097
22993,0.503313,1,4015,0.26305708661417326,0.3463177165354331,5.646188976377952,0.00024906600249066,-8.297792626380861,5.662913115047427
22997,0.471217,7,3686,0.07662795275590552,-0.10777913385826772,4.352466141732283,0.0018990775908844276,-6.266386989174455,4.354474675522262
22998,0.538852,1,4307,0.6776338582677166,0.09552874015748032,5.9532716535433075,0.00023218017181332715,-8.36799688505411,5.9924750117918
23000,0.45681499999999997,11,3717,0.02427255905511811,-0.2797173228346457,3.5439173228346452,0.002959375840731773,-5.822776897498882,3.555021930861235
23008,0.475803,7,3891,0.7602283464566929,-0.46583070866141735,5.176165354330709,0.001799023387304035,-6.3205113239292405,5.25239308917962
23024,0.46230200000000005,2,3706,0.7606811023622048,-0.1323673228346457,5.450515748031496,0.0005396654074473826,-7.52456122628536,5.504932221852029
23028,0.47136000000000006,9,3813,0.5099133858267717,0.4996929133858268,5.412299212598425,0.0023603461841070024,-6.048946982521344,5.459183770072855
23033,0.473355,2,3743,-0.24811850393700788,0.13021653543307088,6.9614015748031495,0.0005343307507347048,-7.534495527344483,6.967038899257553
23034,0.48155200000000004,4,3924,0.5545118110236221,-0.19472165354330712,4.3681271653543305,0.0010193679918450561,-6.888572459565363,4.4074862227385125
23041,0.549609,513,4344,-0.23308818897637798,-0.2610881889763779,0.4274133858267713,0.1180939226519337,-2.136275016443002,0.5524304016318771
23044,0.4618,94,3763,0.23119173228346457,0.017011929133858267,1.1948779527559052,0.024980069093808132,-3.689677008323433,1.2171574856160676
23046,0.469772,6,3794,0.4364409448818898,-0.10502165354330709,3.1601181102362204,0.0015814443858724301,-6.4494166812669045,3.1918422136323263
23047,0.558207,6,4414,-0.12078543307086616,-0.3863791338582678,5.411346456692913,0.001359311282283643,-6.600777117588627,5.42646739880432
23048,0.474603,7,3896,0.06975354330708662,0.19719566929133855,4.131329527559055,0.0017967145790554414,-6.321795515707112,4.136621248564157
23052,0.48474399999999995,57,3806,-0.1289173228346457,-0.44861417322834646,2.1929488188976376,0.014976353126642144,-4.201282780021544,2.2420746809267413
23053,0.46762,4,3724,-0.20696692913385825,-0.2932385826771654,3.4280275590551184,0.0010741138560687433,-6.836259277277067,3.446766183216814
23058,0.49029300000000003,3,3820,0.1389708661417323,0.3321047244094489,6.62707874015748,0.0007853403141361257,-7.149393412932511,6.6368500870411795
23059,0.47091099999999997,57,3786,-0.13965354330708663,0.13024291338582678,1.8299921259842518,0.015055467511885896,-4.196014063934718,1.8399286697613617
23061,0.46101800000000004,33,3666,0.11083700787401575,-0.4203307086614173,3.799635433070866,0.00900163666121113,-4.71034886693317,3.824420501357807
23066,0.5495760000000001,1,4457,-0.22503543307086618,-0.03351633858267716,4.843421259842519,0.0002243661655822302,-8.402231172946555,4.848762088552487
23070,0.452496,4,3703,0.22094173228346456,-0.3475216535433071,5.425535433070865,0.001080205238995409,-6.830604219793722,5.441141542383671
23079,0.45442,12,3658,0.5465944881889764,-0.042309842519685045,3.173444881889764,0.0032804811372334607,-5.719765179162811,3.220451532888664
23083,0.474322,5,3759,-0.14946614173228348,-0.5028818897637796,5.030543307086614,0.0013301409949454642,-6.622470331130078,5.057825252719853
23084,0.48945600000000006,106,3880,0.024433779527559058,0.09780629921259844,1.1094133858267714,0.02731958762886598,-3.600151338505252,1.1139843546474457
23101,0.470714,1,3691,-0.12725393700787402,-0.28073188976377955,4.831299212598425,0.000270929287455974,-8.213652703029998,4.841121361840509
23103,0.511975,41,4102,-0.21067047244094492,-0.10231574803149607,4.225475196850393,0.009995124329595319,-4.605657871928019,4.231960680281849
23104,0.5579930000000001,237,4325,-0.18106141732283465,-0.085898031496063,0.32501968503937,0.05479768786127168,-2.9041072782308484,0.3818370127697728
23108,0.46855399999999997,7,3781,-0.167242125984252,0.15737519685039372,4.248394094488189,0.0018513620735255223,-6.29183365483562,4.254596251510777
23113,0.458512,3,3670,0.10608937007874016,-0.5575629921259843,6.455740157480315,0.0008174386920980927,-7.1093346523805065,6.480641359119955
23114,0.497404,3,4036,0.29660433070866143,0.46938976377952757,5.167444881889764,0.0007433102081268583,-7.20439709280539,5.197190345437123
23122,0.48203100000000004,14,3761,0.3681732283464567,0.47760236220472446,3.201015748031496,0.003722414251528849,-5.593382828855078,3.2573236501152634
23127,0.46462600000000004,103,3744,0.5623937007874016,-0.16346496062992125,0.9371692913385824,0.02751068376068376,-3.593180849367847,1.1051215990410972
23128,0.47345200000000004,21,3840,0.6506259842519685,0.5159645669291338,1.294141732283464,0.00546875,-5.208705207858349,1.5376398892288976
23139,0.466974,29,3747,0.23286338582677168,-0.018723700787401574,2.891759842519685,0.00773952495329597,-4.861414968807213,2.9011809526879495
23140,0.477768,525,3770,0.3825417322834646,0.3937637795275591,1.6726102362204724,0.13925729442970822,-1.9714320178504328,1.7604014011911508
23142,0.475459,7,3790,-0.05012244094488189,0.19008031496062996,5.150322834645669,0.0018469656992084432,-6.294211149021159,5.15407296090135
23143,0.481548,15,3781,-0.14216968503937008,-0.2547405511811024,3.493433070866142,0.003967204443268976,-5.529693602788723,3.5055926158613304
23148,0.461546,14,3784,0.3583677165354331,0.3375834645669291,4.3287653543307085,0.0036997885835095136,-5.59947960055651,4.3566729861968865
23153,0.5462100000000001,7,4351,0.8117204724409449,-0.43867716535433077,4.044707480314961,0.0016088255573431394,-6.432250833665367,4.148612585202295
23154,0.512283,6,4003,0.4261535433070866,-0.27728070866141735,4.787255905511811,0.0014988758431176618,-6.503039889764518,4.814178075095133
23156,0.513161,4,4067,0.31756141732283466,-0.44022047244094487,4.303754330708662,0.0009835259404966806,-6.9243665447873335,4.337849773473233
