,Energy Deposited,SiPM Hits,Photons,x_pos,y_pos,z_pos,LCE,log(LCE),Distance
52611,0.518479,73,4013,0.2631488188976378,0.08546889763779526,1.9715590551181101,0.01819087964116621,-4.006834929118526,1.9908785350113294
52617,0.492383,4,3878,-0.18226968503937008,0.4429173228346457,5.199669291338583,0.0010314595152140279,-6.876780474682707,5.221681600044265
52621,0.490271,5,3917,0.7713897637795276,-0.5453267716535434,5.2493897637795275,0.0012764871074802144,-6.663643421231731,5.333715060595119
52628,0.513353,5,4091,-0.2357905511811024,0.3432464566929134,3.873416535433071,0.0012221950623319481,-6.7071068054952985,3.895737538775535
52635,0.451087,5,3642,0.7059527559055119,-0.03761003937007875,5.5524015748031506,0.0013728720483250961,-6.590850347853453,5.597226729060429
52640,0.531146,2,4109,0.3365866141732284,-0.22417716535433072,5.8297519685039365,0.0004867364322219518,-7.627787788323465,5.843761970219391
52645,0.454583,7,3707,-0.12219409448818899,-0.45542125984251974,4.333514566929134,0.0018883193957377933,-6.272068054095419,4.359092614573742
52648,0.474129,2,3863,-0.09990314960629923,-0.14593425196850396,4.737192913385827,0.0005177323323841574,-7.566052182106336,4.740493027505869
52652,0.46474399999999993,159,3704,-0.2082917322834646,0.5154566929133858,1.7460314960629921,0.042926565874730024,-3.1482643935458383,1.832404713280017
52655,0.5067649999999999,8,4098,0.5984566929133859,0.3666712598425197,5.2658464566929135,0.0019521717911176184,-6.238812787119009,5.312413494030057
52657,0.46447,173,3726,-0.11750354330708664,-0.22465787401574805,1.0004606299212597,0.046430488459473965,-3.069798956663755,1.0320851297588973
52659,0.546824,7,4379,0.6077795275590552,0.04029724409448819,5.8260551181102365,0.0015985384791048184,-6.438665517746085,5.857810005561806
52664,0.49273900000000004,3,3782,-0.20773425196850392,-0.21392992125984253,7.056531496062993,0.0007932310946589106,-7.139395960550293,7.062829198386449
52672,0.531044,4,4099,-0.2299763779527559,-0.06687913385826771,7.192169291338583,0.0009758477677482313,-6.932203959384447,7.19615599248902
52673,0.45210900000000004,10,3609,0.6915551181102363,0.4828897637795276,3.7995944881889763,0.002770850651149903,-5.8886009116487426,3.8920880360063235
52674,0.45777799999999996,10,3546,-0.06307283464566929,0.34180826771653544,4.609437007874016,0.0028200789622109417,-5.870990393640108,4.622523185870264
52683,0.46764799999999995,28,3633,0.49281102362204726,0.03592283464566929,2.661377952755905,0.007707129094412331,-4.865609522045998,2.706859021535404
52685,0.552795,4,4307,0.47151181102362205,0.002266185039370079,7.975748031496064,0.0009287206872533086,-6.98170252393422,7.989673659508425
52688,0.466301,5,3764,-0.24809212598425198,0.3265669291338583,1.2087952755905507,0.001328374070138151,-6.6237995882711695,1.2764723578947332
52695,0.482914,17,3819,0.44613779527559055,0.43477559055118115,3.3785748031496063,0.004451427075150563,-5.4145305431693,3.4355256434772676
52706,0.469025,2,3758,0.03535279527559056,-0.07197716535433071,6.403385826771655,0.0005321979776476849,-7.538494999413466,6.403887926796217
52710,0.47713199999999995,35,3918,0.28897519685039375,-0.05683740157480315,2.371696850393701,0.008933129147524248,-4.7179885370150725,2.3899127818353327
52717,0.46121899999999993,30,3655,0.4788661417322835,-0.4059055118110237,2.6962007874015748,0.008207934336525308,-4.802653990521724,2.7683155080664132
52718,0.481537,3,3909,-0.17354606299212597,0.4919842519685039,7.298043307086614,0.0007674597083653108,-7.172424577124845,7.316666102281612
52719,0.470066,27,3728,0.5478188976377953,-0.43013779527559054,1.4693897637795272,0.007242489270386266,-4.927790309801153,1.6261089586598094
52722,0.50356,255,3956,-0.051156299212598434,-0.3020937007874016,0.4028818897637794,0.06445904954499494,-2.7417251475841766,0.5061535222678897
52731,0.45336000000000004,4,3712,0.38386259842519693,-0.45440157480314963,6.583102362204725,0.0010775862068965517,-6.833031732786201,6.609921935765865
52756,0.5086069999999999,8,3962,0.1659913385826772,0.15355275590551182,4.515562992125984,0.0020191822311963654,-6.20506268557866,4.52122115243088
52770,0.5058590000000001,36,4073,-0.10156141732283465,-0.4188503937007874,1.3647519685039369,0.00883869383746624,-4.7286161691923025,1.4311877267945314
52773,0.531708,36,4206,0.07846023622047245,0.4584173228346457,2.772574803149606,0.008559201141226819,-4.760748417806535,2.811311702675947
52776,0.46444399999999997,32,3754,0.5809527559055119,-0.3867393700787402,2.5529842519685038,0.008524240809802876,-4.764841314346728,2.6466586549387685
52785,0.478955,22,3926,0.6729015748031496,-0.16153779527559056,2.828755905511811,0.0056036678553234845,-5.184333921478091,2.912172893501175
52786,0.47421899999999995,17,3707,-0.22503582677165357,0.43956299212598426,0.8717322834645668,0.004585918532506069,-5.384764859094516,1.0018851837470686
52787,0.45358999999999994,3,3292,0.4013622047244094,-0.5633858267716536,5.742736220472441,0.0009113001215066828,-7.000638273128851,5.784247099417046
52789,0.464941,2,3542,0.6698307086614174,0.22121377952755908,6.937755905511811,0.000564652738565782,-7.479299637782834,6.973526060679973
52794,0.45086400000000004,6,3658,-0.026608937007874017,0.5165984251968505,4.000681303149606,0.0016402405686167304,-6.412912359722756,4.033984736933865
52796,0.472793,13,3824,0.40890157480314965,-0.016932007874015748,3.979140118110236,0.003399581589958159,-5.684102916709755,4.000130406664448
52798,0.5384369999999999,1,4318,0.7683700787401575,0.4361968503937008,6.309811023622047,0.0002315886984715146,-8.370547611074752,6.3713715496758505
52800,0.458176,11,3752,0.09217047244094488,0.2914625984251969,2.821854330708661,0.002931769722814499,-5.832149037327745,2.838363561281391
52804,0.455117,36,3562,-0.11796496062992126,-0.0485228346456693,2.3919212598425195,0.010106681639528355,-4.594558525393497,2.3953199182374565
52811,0.5439390000000001,52,4266,-0.05966456692913386,-0.41037401574803156,2.03853937007874,0.012189404594467886,-4.407188180449869,2.080290714469743
52813,0.588126,4,4531,-0.09088385826771654,0.025746653543307088,0.21747637795275582,0.0008828073273008167,-7.032403583547247,0.23710491523744373
52819,0.540855,10,4297,-0.08949055118110236,0.2211429133858268,3.8358125984251967,0.0023272050267628577,-6.06308729078095,3.8432240420158865
52822,0.53703,2,4326,0.2634263779527559,0.3519255905511811,6.6963149606299215,0.0004623208506703652,-7.679251425953058,6.710728658636275
52827,0.450086,9,3645,0.021699094488188977,0.5490275590551181,3.7496043307086615,0.0024691358024691358,-6.003887067106539,3.789648367351881
52831,0.5301560000000001,2,4341,-0.21905472440944884,0.44440944881889766,5.200161417322835,0.00046072333563695,-7.6827128347396485,5.223711659031215
52832,0.477825,18,3811,-0.2721468503937008,-0.22318700787401574,3.3711377952755903,0.004723169771713461,-5.355275142977695,3.3894610756576826
52837,0.47971400000000003,23,3990,0.43357086614173235,-0.42610629921259846,2.5127047244094487,0.0057644110275689225,-5.156052293954759,2.585195409686686
52854,0.465183,17,3745,-0.2171976377952756,-0.11613700787401575,2.7932874015748035,0.0045393858477970625,-5.394963551895104,2.804125019726883
52859,0.514776,21,4150,0.2592476377952756,0.5633858267716536,3.469287401574803,0.005060240963855421,-5.286341175501321,3.524282622355259
52865,0.456455,8,3701,0.10261299212598426,0.1162248031496063,4.710771653543307,0.0021615779519048904,-6.13691679070632,4.713322310520187
52869,0.457847,2,3666,0.5926377952755906,0.3344055118110236,6.56155905511811,0.0005455537370430987,-7.513709247839705,6.596749490205094
52873,0.46420100000000003,149,3657,0.4121456692913386,0.1890492125984252,0.658771653543307,0.04074377905386929,-3.200452112203922,0.7997398008176616
52877,0.45429899999999995,25,3588,0.4005157480314961,0.06815275590551181,3.194925196850394,0.006967670011148272,-4.966474398310486,3.2206528338255076
52880,0.45407600000000004,5,3697,0.5286771653543307,-0.4435669291338583,5.318523622047244,0.001352447930754666,-6.605839046502531,5.363109609551428
52885,0.47528400000000004,4,3907,-0.056197244094488195,-0.24683740157480316,4.935177165354331,0.0010238034297414896,-6.88423073393518,4.9416657602973135
52890,0.45586499999999996,1,3758,-0.045298818897637795,-0.3561720472440945,5.674948818897638,0.00026609898882384245,-8.231642179973411,5.686295332405737
52896,0.570494,2,4548,0.2940850393700788,0.17865118110236222,5.908472440944882,0.00043975373790677223,-7.729295674310482,5.918483660558314
52903,0.453118,19,3659,0.253442125984252,0.15393425196850394,3.799866929133858,0.005192675594424706,-5.260506185852766,3.811419334615085
52911,0.45542299999999997,13,3637,0.272,0.5314409448818898,3.360224409448819,0.0035743744844652188,-5.6339650875254526,3.4128465479351133
52912,0.46346499999999996,44,3804,0.7484685039370079,0.5285314960629921,1.9672795275590549,0.011566771819137749,-4.45961878974702,2.170193397665117
52924,0.47393599999999997,13,3731,0.03111897637795276,-0.3282944881889764,5.272377952755906,0.003484320557491289,-5.659482215759621,5.2826806583753125
52925,0.464722,101,3727,-0.13741771653543308,0.04992677165354331,2.489803149606299,0.02709954386906359,-3.608238382637999,2.494092226669857
52936,0.469275,14,3847,0.03693271653543307,0.003593366141732284,3.8745933070866143,0.00363919937613725,-5.615991573137037,3.8747709910588655
52942,0.5951770000000001,13,4639,0.4940551181102363,-0.47687795275590555,1.7061062992125984,0.002802328087949989,-5.877304747290207,1.8391035168713292
52945,0.45790200000000003,190,3750,0.4819173228346457,-0.5090157480314961,0.5161574803149606,0.050666666666666665,-2.9824870468039704,0.8704940449407248
52954,0.535597,1,4151,0.09824606299212599,-0.18968582677165355,4.382464173228347,0.0002409058058299205,-8.33110454805304,4.387667402094365
52961,0.501229,3,4011,0.4026456692913386,0.4574291338582678,7.315850393700788,0.0007479431563201197,-7.198183577101943,7.341187365168755
52968,0.47024,5,3738,-0.18583740157480313,-0.5559370078740158,4.994728346456693,0.001337613697164259,-6.616868075581408,5.029007133763682
52976,0.5752689999999999,22,4520,0.2788094488188977,0.07820905511811023,3.666217716535433,0.0048672566371681415,-5.3252248194679614,3.6776356140992883
52978,0.570739,4,4548,0.4180984251968504,0.5511299212598425,6.832535433070866,0.0008795074758135445,-7.036148493750536,6.867466121316425
52981,0.475583,29,3706,-0.2566988188976378,-0.2501472440944882,4.579830708661417,0.007825148407987047,-4.850412576858831,4.593834699610952
52983,0.46036499999999997,3,3732,0.2658452755905512,-0.42326377952755906,5.9646062992125986,0.0008038585209003215,-7.126087273299125,5.985512028408295
53002,0.51281,7,4121,-0.022104133858267715,0.1902161417322835,2.045992125984252,0.0016986168405726766,-6.377940982283504,2.0549341967320265
53003,0.5375979999999999,4,4237,0.1086263779527559,-0.03726582677165355,4.283963779527559,0.0009440641963653528,-6.965316389506668,4.285502782187424
53005,0.47962299999999997,4,3924,0.3564023622047244,-0.4608031496062992,4.44101968503937,0.0010193679918450561,-6.888572459565363,4.479064414515533
53017,0.46825900000000004,5,3803,0.07793937007874015,-0.44676771653543307,5.225712598425196,0.0013147515119642387,-6.634107595494159,5.245354906894897
53020,0.47157,2,3819,0.155053937007874,-0.20068937007874016,7.330275590551182,0.0005236973029588898,-7.554596706665571,7.334661422320373
53021,0.46649399999999996,4,3716,0.5092007874015748,0.048071259842519684,6.642220472440945,0.001076426264800861,-6.834108738813838,6.661883299220037
53022,0.502613,34,4171,0.7489488188976378,0.539244094488189,2.164011811023622,0.008151522416686647,-4.809550569580784,2.352584885826288
53023,0.476429,4,3858,-0.16429173228346455,0.3804145669291339,7.289984251968503,0.0010368066355624676,-6.871609832345784,7.301751667235566
53038,0.47994899999999996,2,3916,0.11930511811023622,0.07232007874015749,5.395244094488189,0.0005107252298263534,-7.579678823090456,5.397047595130689
53050,0.45353000000000004,5,3694,-0.09670393700787402,-0.27473070866141736,6.617129921259843,0.0013535462912831618,-6.605027248325085,6.623536593735006
53065,0.5713699999999999,23,4596,0.39464960629921264,-0.38325196850393706,3.191956692913386,0.005004351610095736,-5.297447423039497,3.2390149602230656
53067,0.509155,27,4032,-0.1968704724409449,0.36412519685039374,2.9157322834645667,0.006696428571428571,-5.006180943746876,2.944968572113793
53070,0.5671430000000001,6,4471,0.8111732283464568,0.5563976377952756,3.8732385826771654,0.0013419816595839856,-6.6136079070059255,3.9961928702290126
53071,0.47711400000000004,12,3949,-0.04553070866141733,0.022083031496062992,3.5840275590551185,0.003038743985819195,-5.796311011498649,3.584384779816176
53082,0.5216,5,4200,-0.16606535433070865,0.5100393700787402,4.693074803149607,0.0011904761904761906,-6.733401891837359,4.723628792453638
53089,0.470208,15,3842,0.45407480314960635,-0.3329169291338583,2.7106496062992127,0.0039042165538781884,-5.545698142226292,2.7685084245292355
53093,0.453496,3,3632,0.6435275590551182,0.47218110236220473,3.3884094488188974,0.0008259911894273128,-7.0989264510530745,3.4811494230407014
53095,0.502116,5,4017,0.6485866141732284,0.29323897637795276,4.21036968503937,0.0012447099825740602,-6.688852721925182,4.270113180941508
53098,0.47629099999999996,26,3716,-0.05394094488188977,0.2129169291338583,3.9149456692913382,0.006996770721205597,-4.962306561912247,3.921102247806036
53107,0.521856,19,4106,0.4831220472440945,-0.1419771653543307,4.177779133858268,0.004627374573794447,-5.375765618412438,4.208016506540453
53110,0.45498299999999997,597,3663,0.10374488188976379,-0.021664645669291337,0.4141889763779526,0.16298116298116297,-1.8141206493862123,0.42753346716171026
53139,0.46843,3,3730,0.18261141732283467,0.5243700787401575,4.679208661417323,0.0008042895442359249,-7.125551223969752,4.712038264519666
53141,0.461388,1,3672,-0.26780787401574807,0.005721456692913386,7.695472440944881,0.0002723311546840959,-8.20849175174038,7.700133108056879
53149,0.46361199999999997,26,3775,-0.07356535433070865,-0.08889566929133859,2.427212598425197,0.006887417218543046,-4.978059123661643,2.429953764854499
53158,0.471558,28,3678,-0.13238661417322833,-0.17328700787401574,2.2815078740157477,0.0076128330614464385,-4.877919894989063,2.291905927804638
53159,0.47317600000000004,18,3723,-0.08055472440944882,-0.25371496062992127,1.3417204724409444,0.004834810636583401,-5.331913315976552,1.36787213256184
53167,0.49299799999999994,29,3792,0.47975984251968506,-0.4889527559055118,2.0943543307086614,0.007647679324894515,-4.8733530333884385,2.203534516761703
53174,0.473692,1,3650,0.3211913385826772,0.111,7.983464566929134,0.000273972602739726,-8.202482446576537,7.990694047915583
53175,0.538547,5,4200,0.6787637795275591,-0.3188905511811024,2.2564251968503934,0.0011904761904761906,-6.733401891837359,2.377785970396087
53176,0.46982799999999997,3,3878,0.12865905511811027,0.04150944881889764,6.752629921259842,0.0007735946364105209,-7.164462547134487,6.753983050045272
53178,0.47361499999999995,21,3824,0.38536259842519693,0.01829216535433071,3.3150708661417325,0.0054916317991631795,-5.204529836447869,3.3374441992518866
53184,0.529863,11,4230,0.4694842519685039,-0.4359488188976378,5.189062992125985,0.0026004728132387705,-5.952061999241953,5.228464552026355
53189,0.459398,169,3659,0.01779633858267717,0.30962952755905515,0.18620472440944846,0.046187482918830285,-3.075046450096133,0.36174487335108374
53200,0.476937,13,3876,-0.2715811023622048,0.34666102362204726,4.835535433070866,0.003353973168214654,-5.69760961554912,4.85554663091014
53207,0.46938,8,3875,0.42787795275590557,-0.5684803149606299,4.14865905511811,0.002064516129032258,-6.182859400107612,4.209230495775423
53209,0.454942,137,3740,0.6248385826771654,0.4574685039370079,1.9633543307086612,0.03663101604278075,-3.3068599645804526,2.1105593842412556
53210,0.5876399999999999,286,4653,0.23229094488188978,-0.35406535433070874,0.35425196850393664,0.061465721040189124,-2.789275641024796,0.5521012727755349
53211,0.46779499999999996,2,3812,0.46988976377952757,0.10783188976377953,7.620153543307087,0.0005246589716684155,-7.552762084214147,7.635388931163256
53219,0.561759,28,4546,-0.2129716535433071,0.10171968503937008,3.0682204724409443,0.0061592608886933565,-5.089798494237285,3.0772846288640916
53221,0.47101499999999996,9,3847,0.10855787401574803,-0.2552610236220473,2.151244094488189,0.002339485313231089,-6.0578243254160755,2.169053746743428
53222,0.45078900000000005,1,3606,0.00798023622047244,0.4473188976377953,4.419704724409449,0.00027731558513588466,-8.190354403763262,4.44229082020991
53225,0.451053,6,3681,0.05844527559055118,0.12035433070866142,4.045625196850393,0.0016299918500407497,-6.419180264150966,4.047836983939691
53237,0.477541,13,3884,0.7226574803149607,0.3927169291338583,4.005175433070866,0.0033470648815653965,-5.699671471949679,4.088751725154989
53239,0.461988,6,3689,0.05862165354330709,0.4200669291338583,5.358448818897639,0.001626457034426674,-6.4213512283686205,5.375208504603482
53240,0.520948,2,4191,0.5278425196850394,-0.2742015748031496,7.451157480314961,0.0004772130756382725,-7.6475474673651265,7.474861338223311
53242,0.47232299999999994,2,3795,0.098096062992126,0.3456944881889764,4.6385078740157475,0.0005270092226613965,-7.5482925092697855,4.652406131674757
53246,0.47313999999999995,214,3794,0.41503149606299217,-0.22350984251968506,1.3465196850393701,0.05640484976278334,-2.875200135473108,1.4266474878630617
53258,0.479124,5,3745,0.3573574803149607,0.3913409448818898,6.794700787401575,0.0013351134846461949,-6.618738983517219,6.815336447615311
53261,0.581334,37,4707,-0.015517637795275591,0.394492125984252,2.082783464566929,0.007860633099638836,-4.8458881287569175,2.1198707023825154
53267,0.482534,844,4059,-0.02338696850393701,-0.17322992125984252,0.18091732283464546,0.2079329884207933,-1.5705394222429405,0.25156834780462883
53269,0.45674899999999996,24,3688,0.41455905511811025,-0.33130984251968504,4.192004330708661,0.006507592190889371,-5.034785754328539,4.2254615997084874
53278,0.45388500000000004,6,3532,0.7432755905511812,-0.051388976377952755,4.618311023622048,0.0016987542468856172,-6.377860092495796,4.678022674304958
53280,0.454031,17,3585,0.1287551181102362,-0.15477874015748033,3.141744094488189,0.004741980474198048,-5.3513004089775045,3.1481884146435277
53282,0.45396400000000003,215,3662,-0.11263937007874017,0.11095039370078741,0.8072047244094489,0.05871108683779355,-2.8351266971067934,0.8225430594583055
53283,0.463182,336,3654,0.37110118110236223,0.47800787401574807,0.7455354330708661,0.09195402298850575,-2.386466576974748,0.9602242947357599
53291,0.531369,5,4178,0.21843110236220473,0.17851968503937007,6.004275590551181,0.0011967448539971278,-6.728150029682411,6.010899000292257
53292,0.5474979999999999,405,4308,0.32909055118110236,-0.36712244094488194,0.45954330708661406,0.09401114206128133,-2.36434197116974,0.6739877807572717
53295,0.47877600000000003,13,3774,0.4067677165354331,0.22508582677165356,4.768188976377953,0.003444621091679915,-5.670941368466959,4.790798442752644
53299,0.47962200000000005,3,3933,-0.25303385826771657,-0.2513681102362205,4.905397637795276,0.0007627765064836003,-7.1785454837637,4.918347084657715
53303,0.487097,1,3923,-0.02993507874015748,0.1266476377952756,5.255913385826772,0.0002549069589599796,-8.274611946209552,5.257524251243293
53310,0.45498599999999995,3,3605,0.14092480314960631,0.06332047244094488,7.047129921259843,0.0008321775312066575,-7.09146476105094,7.048823264168897
53320,0.517095,21,4096,0.46412598425196855,-0.3846834645669292,4.662035433070866,0.005126953125,-5.27324372899592,4.700847655091295
53325,0.557571,1,4305,0.641984251968504,-0.14800590551181103,7.630952755905512,0.00023228803716608595,-8.367532416861831,7.659340016653123
53344,0.47161099999999995,322,3673,0.11997834645669292,0.263994094488189,1.1608779527559057,0.08766675741900354,-2.434212500275259,1.1965472438386475
53350,0.48255600000000004,73,3780,0.5835314960629921,-0.15663188976377954,1.380759842519685,0.019312169312169312,-3.9470198474652425,1.5071629966607698
53354,0.46171899999999994,29,3681,0.471251968503937,0.07152362204724409,2.2216653543307086,0.007878293941863623,-4.843643903392548,2.272221598560093
53355,0.480944,131,3814,0.17985157480314964,0.0835248031496063,1.003748031496063,0.034347142108023074,-3.371236462959213,1.023148616982193
53356,0.471103,14,3849,-0.020906929133858266,0.5059251968503937,7.532094488188977,0.0036373083917900753,-5.616511323668488,7.549095626861583
53357,0.47218699999999997,12,3712,0.5486850393700787,0.471751968503937,3.0954566929133853,0.003232758620689655,-5.734419444118091,3.178908197780829
53362,0.48663500000000004,13,3870,-0.18764881889763782,-0.5065511811023623,4.05256811023622,0.003359173126614987,-5.696060428562291,4.088412218259485
53365,0.48519300000000004,2,3819,0.36665944881889767,0.43525590551181104,3.967407007874016,0.0005236973029588898,-7.554596706665571,4.008017617328913
53372,0.5438970000000001,7,4356,-0.1208783464566929,-0.07283149606299213,7.606307086614174,0.0016069788797061523,-6.433399334997538,7.6076161507622
53374,0.470754,7,3855,-0.12492440944881891,-0.34406338582677165,3.487511811023622,0.0018158236057068742,-6.311216136942116,3.5066685548497425
53378,0.528307,9,4277,-0.10123149606299213,0.16245039370078743,4.5969999999999995,0.002104278700023381,-6.163782530890689,4.600983258631647
53379,0.480838,3,3865,0.1772452755905512,-0.5239055118110236,3.3874015748031496,0.0007761966364812419,-7.161104672353413,3.4322561533201448
53382,0.46898599999999996,100,3852,-0.06796732283464568,-0.16113070866141732,1.4682440944881887,0.02596053997923157,-3.651177586929925,1.4786221232101462
53383,0.458201,2,3640,0.6731929133858268,-0.05069803149606299,5.663645669291339,0.0005494505494505495,-7.506591780070841,5.703739234599791
53385,0.480917,5,3952,-0.24152992125984252,-0.4875472440944882,6.745437007874015,0.0012651821862348178,-6.672539146433658,6.767345080996259
53394,0.458475,53,3736,0.2396988188976378,0.2535688976377953,1.622299212598425,0.014186295503211991,-4.255478885796611,1.6593997242459813
53398,0.471588,61,3763,0.17433464566929133,-0.21973228346456694,2.2523700787401575,0.016210470369386127,-4.1220979264201265,2.269767789154021
53399,0.468049,4,3750,0.10042283464566931,-0.417488188976378,4.6603385826771655,0.0010666666666666667,-6.843216757844566,4.680078721436474
53415,0.47916400000000003,10,3853,0.0632212598425197,0.45802362204724417,5.5271968503937,0.0025953802232026994,-5.954022251632112,5.546502284237463
53424,0.461703,2,3632,0.5998228346456693,-0.22431653543307087,7.072299212598425,0.0005506607929515419,-7.504391559161238,7.101233800794857
53428,0.46668000000000004,72,3777,0.39715354330708663,0.09545669291338582,1.5390039370078739,0.019062748212867357,-3.9600192036964015,1.5922864174855824
53431,0.467876,35,3797,-0.19798858267716535,-0.1434464566929134,0.14069291338582673,0.009217803529101922,-4.686618498742389,0.28208307408502264
53433,0.463834,67,3625,0.2354220472440945,-0.5261062992125984,1.2068976377952754,0.018482758620689654,-3.990916947897809,1.3374652468440413
53435,0.465888,2,3795,-0.0705492125984252,0.20921181102362205,5.799748031496064,0.0005270092226613965,-7.5482925092697855,5.803949000647103
53438,0.49779300000000004,102,3948,0.32205787401574804,-0.21916496062992127,1.3829724409448818,0.025835866261398176,-3.655991587269101,1.4367906342249392
53449,0.451366,4,3722,0.21975393700787405,-0.06584055118110237,7.550062992125984,0.0010746910263299302,-6.835722076082305,7.553547375642828
53455,0.48746300000000004,126,3881,0.34388110236220476,0.19184409448818898,0.16426771653543293,0.03246585931460964,-3.4275662244174283,0.42666409720950704
53466,0.47354700000000005,42,3908,0.3760736220472441,-0.3195988188976378,1.9123976377952754,0.010747185261003071,-4.533111394879305,1.9750543028700371
53471,0.5553710000000001,12,4518,0.22726850393700787,0.4014055118110237,3.1983425196850392,0.0026560424966799467,-5.930918047239948,3.2314350111087307
53477,0.471602,4,3851,-0.012784133858267719,-0.5210551181102362,2.1426102362204724,0.001038691249026227,-6.869793772695019,2.2050942144371355
53479,0.525687,5,4199,0.27862992125984254,-0.37117913385826773,6.494696850393701,0.0011907597046915933,-6.733163768250093,6.51125915326267
53488,0.475234,12,3902,0.11306141732283463,-0.07257637795275591,4.106120078740157,0.0030753459764223477,-5.784337871395056,4.108317455571911
53498,0.47651400000000005,10,3803,0.6233818897637795,0.21922362204724413,4.808279527559055,0.0026295030239284773,-5.940960414934214,4.853474630828155
53501,0.47061899999999995,11,3891,-0.11442992125984253,-0.34443818897637796,3.677395669291338,0.002827036751477769,-5.868526200186183,3.6952632898654936
53512,0.45730699999999996,25,3752,-0.02505944881889764,0.10213740157480315,3.560003937007874,0.006663113006396588,-5.011168485257914,3.5615569708046397
53513,0.471301,10,3783,0.6243425196850394,-0.5563622047244096,3.2436535433070866,0.0026434047052603755,-5.935687531638983,3.349721002373345
53520,0.45971300000000004,5,3693,0.23768779527559053,0.05419094488188977,4.266099212598426,0.0013539128080151638,-6.6047565024184625,4.273059166248821
53524,0.518464,149,4178,0.18922952755905514,-0.05729370078740158,1.412007874015748,0.03566299664911441,-3.333641636171052,1.425782809032502
53526,0.45751000000000003,112,3724,0.6184291338582677,0.30655118110236224,0.8528543307086612,0.03007518796992481,-3.5040547671018634,1.097173062761048
53529,0.45623400000000003,8,3608,-0.2580283464566929,-0.5405393700787402,3.8442594488188977,0.0022172949002217295,-6.111467339502679,3.8906416113558535
53538,0.471316,2,3721,0.5260393700787401,-0.05534094488188977,6.978590551181102,0.0005374899220639613,-7.528600547786677,6.998607441490587
53540,0.460611,49,3780,-0.18922519685039368,0.2532003937007874,0.8275472440944882,0.012962962962962963,-4.345658990503007,0.8858617587985647
53542,0.571925,7,4518,0.37685314960629923,0.4597125984251969,4.741704724409449,0.0015493581230633024,-6.469914547972635,4.778819693502354
53549,0.48923999999999995,2,3821,0.33470393700787404,-0.2066535433070866,6.831724409448819,0.0005234231876472127,-7.555120266886955,6.843039589178829
53556,0.487986,47,4002,0.3292200787401575,0.3349370078740158,1.4123346456692913,0.011744127936031985,-4.44440191343362,1.4883742173415517
53557,0.50858,47,3929,0.0034203937007874015,0.0023176614173228346,2.490748031496063,0.01196233138203105,-4.425992617848401,2.490751458305109
53558,0.47328000000000003,2,3844,0.6780748031496063,0.452236220472441,6.473866141732283,0.0005202913631633715,-7.561121589530238,6.52497094697296
53562,0.49368999999999996,3,3898,0.11577480314960631,0.4899173228346457,7.191429133858268,0.0007696254489481786,-7.169606591399396,7.209027380691745
53563,0.48887600000000003,7,3829,0.2715952755905512,0.4207086614173229,3.380988188976378,0.0018281535648994515,-6.304448802421981,3.4178708146318857
53569,0.461384,7,3497,0.35330708661417326,-0.4033858267716535,4.306324409448819,0.0020017157563625965,-6.213750588008063,4.339582461724487
53577,0.463104,4,3775,0.044747637795275595,-0.5256456692913386,6.217496062992126,0.0010596026490066225,-6.8498613005632345,6.239836777837669
53582,0.458132,11,3613,-0.20814015748031497,-0.4272244094488189,5.591311023622047,0.003044561306393579,-5.79439845834927,5.6114705723243565
53588,0.577966,14,4692,0.10099448818897638,-0.46572440944881893,3.7831720472440944,0.0029838022165387893,-5.814556880158108,3.81306829879168
53592,0.501913,6,3969,0.08754448818897638,-0.4455393700787402,6.743598425196851,0.0015117157974300832,-6.494509983555011,6.7588674412226695
53603,0.528996,17,4233,0.2942661417322835,0.34049645669291345,6.300732283464567,0.004016064257028112,-5.517452896464707,6.316783810380331
53604,0.471026,5,3793,-0.11764566929133859,0.48285433070866146,3.9154503937007874,0.001318217769575534,-6.631474629254798,3.946864653585016
53607,0.473488,1,3878,0.13413267716535432,-0.11243464566929134,6.509618110236221,0.00025786487880350697,-8.263074835802596,6.511970597733509
53608,0.480417,108,3793,0.6259015748031497,0.5505472440944882,0.6516889763779525,0.028473503822831533,-3.5587813145646794,1.0580895856465284
53616,0.486544,29,3828,-0.09692874015748032,0.355834251968504,3.803387401574803,0.007575757575757576,-4.882801922586371,3.8212261019207476
53626,0.48686499999999994,11,3949,0.06991259842519686,0.13261653543307086,3.281574803149606,0.002785515320334262,-5.883322388488279,3.2849974285462094
53632,0.554009,45,4519,-0.05564409448818898,-0.550488188976378,1.733082677165354,0.009957955299845098,-4.60938351964096,1.8192605853325503
53641,0.557284,7,4182,-0.23153110236220473,0.4376496062992127,3.875420078740157,0.001673840267814443,-6.392634730933265,3.9069200933673165
53645,0.462772,2,3755,0.7041535433070867,-0.5466181102362205,5.378161417322835,0.0005326231691078562,-7.5376963836382895,5.451535912178339
53657,0.45683199999999996,16,3708,0.7216377952755906,0.14715393700787402,2.9701535433070863,0.004314994606256742,-5.445659204445964,3.0601025243554787
53660,0.45698900000000003,6,3627,-0.0263103937007874,0.3720307086614174,5.096370078740158,0.0016542597187758478,-6.404401670054847,5.109998734293558
53669,0.521299,6,4186,0.37478818897637795,-0.5546377952755905,4.529850393700787,0.001433349259436216,-6.54774143377789,4.579042897795951
