# mesh name: boxMesh_1
# primitive scorer name: nOfStepGamma
# iX, iY, iZ, total(value) , total(val^2), entry
8,10,2,14,24,10
8,10,3,30,110,13
8,10,4,30,94,14
8,10,5,36,92,20
8,10,6,59,149,30
8,10,7,73,193,34
8,10,8,71,217,35
8,10,9,56,172,32
8,10,10,79,259,36
8,10,11,92,334,45
8,10,12,84,248,39
8,10,13,88,276,45
8,10,14,77,185,44
8,10,15,121,391,52
8,10,16,102,264,52
8,10,17,116,338,53
8,10,18,85,189,52
8,10,19,134,492,63
8,10,20,74,182,43
8,10,21,87,219,47
8,10,22,116,286,60
8,10,23,108,310,53
8,10,24,81,181,50
8,10,25,90,250,45
8,10,26,78,234,36
8,10,27,51,99,35
8,10,28,54,140,31
8,10,29,42,96,25
8,11,0,6,8,5
8,11,1,17,41,9
8,11,2,39,155,15
8,11,3,45,127,24
8,11,4,42,114,23
8,11,5,55,147,27
8,11,6,64,168,35
8,11,7,87,301,40
8,11,8,79,247,36
8,11,9,94,258,47
8,11,10,82,176,48
8,11,11,113,355,54
8,11,12,118,338,56
8,11,13,123,393,63
8,11,14,133,361,71
8,11,15,145,361,78
8,11,16,144,382,73
8,11,17,167,531,79
8,11,18,165,515,74
8,11,19,155,587,67
8,11,20,135,425,65
8,11,21,129,329,69
8,11,22,156,456,75
8,11,23,125,341,65
8,11,24,117,349,57
8,11,25,116,374,58
8,11,26,104,276,56
8,11,27,90,252,49
8,11,28,54,114,32
8,11,29,42,96,23
8,12,0,18,52,8
8,12,1,28,74,16
8,12,2,36,118,16
8,12,3,41,125,19
8,12,4,52,120,28
8,12,5,77,199,45
8,12,6,121,373,57
8,12,7,113,341,54
8,12,8,82,204,46
8,12,9,117,341,61
8,12,10,129,327,70
8,12,11,174,592,73
8,12,12,169,467,87
8,12,13,203,591,100
8,12,14,195,631,96
8,12,15,222,686,98
8,12,16,221,647,103
8,12,17,222,604,113
8,12,18,212,622,103
8,12,19,236,700,114
8,12,20,194,570,96
8,12,21,192,598,89
8,12,22,173,449,86
8,12,23,145,317,84
8,12,24,135,367,68
8,12,25,167,445,87
8,12,26,151,443,75
8,12,27,105,273,55
8,12,28,69,147,43
8,12,29,50,128,31
8,13,0,8,12,6
8,13,1,25,55,14
8,13,2,60,232,21
8,13,3,53,109,33
8,13,4,71,193,33
8,13,5,81,231,41
8,13,6,95,227,57
8,13,7,126,372,58
8,13,8,148,668,59
8,13,9,178,624,78
8,13,10,229,755,99
8,13,11,180,474,93
8,13,12,202,584,94
8,13,13,215,643,101
8,13,14,185,505,95
8,13,15,226,708,99
8,13,16,245,715,120
8,13,17,222,656,112
8,13,18,225,663,116
8,13,19,253,793,120
8,13,20,215,627,102
8,13,21,233,657,112
8,13,22,188,548,94
8,13,23,159,521,80
8,13,24,166,446,82
8,13,25,151,423,78
8,13,26,137,393,71
8,13,27,125,403,57
8,13,28,111,503,45
8,13,29,66,212,37
8,14,0,16,36,9
8,14,1,23,53,15
8,14,2,60,154,28
8,14,3,47,103,28
8,14,4,68,166,34
8,14,5,112,284,63
8,14,6,113,317,55
8,14,7,123,349,63
8,14,8,150,594,69
8,14,9,178,486,89
8,14,10,288,1034,124
8,14,11,268,792,124
8,14,12,240,622,123
8,14,13,261,741,126
8,14,14,245,935,106
8,14,15,235,721,114
8,14,16,260,756,125
8,14,17,266,814,133
8,14,18,235,629,118
8,14,19,285,891,132
8,14,20,240,702,115
8,14,21,221,625,106
8,14,22,190,662,89
8,14,23,187,491,97
8,14,24,198,578,98
8,14,25,167,485,79
8,14,26,117,259,68
8,14,27,110,234,64
8,14,28,114,292,62
8,14,29,95,253,50
8,15,0,11,17,8
8,15,1,53,185,21
8,15,2,60,182,28
8,15,3,71,141,43
8,15,4,114,350,50
8,15,5,121,379,62
8,15,6,107,281,54
8,15,7,143,451,62
8,15,8,144,432,75
8,15,9,171,491,86
8,15,10,280,1008,115
8,15,11,265,735,134
8,15,12,241,661,124
8,15,13,237,811,107
8,15,14,247,831,108
8,15,15,237,681,121
8,15,16,307,969,138
8,15,17,291,833,141
8,15,18,255,783,121
8,15,19,242,664,117
8,15,20,248,748,119
8,15,21,162,378,96
8,15,22,222,684,105
8,15,23,187,625,85
8,15,24,222,666,106
8,15,25,196,614,94
8,15,26,204,650,92
8,15,27,133,315,72
8,15,28,86,174,51
8,15,29,71,209,41
8,16,0,17,33,10
8,16,1,33,81,18
8,16,2,43,121,23
8,16,3,54,158,29
8,16,4,69,151,42
8,16,5,135,469,53
8,16,6,141,547,59
8,16,7,129,357,61
8,16,8,143,413,70
8,16,9,177,445,95
8,16,10,208,566,103
8,16,11,226,644,111
8,16,12,234,802,106
8,16,13,219,689,101
8,16,14,244,794,111
8,16,15,230,672,114
8,16,16,272,892,118
8,16,17,206,570,106
8,16,18,249,709,122
8,16,19,265,847,120
8,16,20,207,667,99
8,16,21,228,724,105
8,16,22,203,667,96
8,16,23,184,552,91
8,16,24,198,622,90
8,16,25,146,366,79
8,16,26,146,486,70
8,16,27,131,325,66
8,16,28,93,219,52
8,16,29,65,173,35
8,17,0,23,65,10
8,17,1,34,94,17
8,17,2,38,86,22
8,17,3,44,94,26
8,17,4,48,118,26
8,17,5,95,233,50
8,17,6,116,298,56
8,17,7,103,293,48
8,17,8,131,457,59
8,17,9,130,412,68
8,17,10,147,379,74
8,17,11,162,470,79
8,17,12,171,447,88
8,17,13,154,318,90
8,17,14,168,466,88
8,17,15,187,531,98
8,17,16,192,606,90
8,17,17,166,452,87
8,17,18,206,588,98
8,17,19,200,564,98
8,17,20,197,509,99
8,17,21,209,665,97
8,17,22,171,451,92
8,17,23,150,452,67
8,17,24,146,430,73
8,17,25,156,460,75
8,17,26,132,396,61
8,17,27,142,442,62
8,17,28,86,218,47
8,17,29,53,139,28
8,18,0,13,29,7
8,18,1,38,106,19
8,18,2,38,90,21
8,18,3,56,140,28
8,18,4,53,149,28
8,18,5,96,326,38
8,18,6,121,349,54
8,18,7,71,205,38
8,18,8,113,359,50
8,18,9,119,357,57
8,18,10,119,375,52
8,18,11,120,348,54
8,18,12,125,345,59
8,18,13,183,577,80
8,18,14,133,377,65
8,18,15,122,352,66
8,18,16,122,298,67
8,18,17,121,275,75
8,18,18,156,418,76
8,18,19,155,433,74
8,18,20,173,517,81
8,18,21,150,384,80
8,18,22,126,384,59
8,18,23,116,296,61
8,18,24,136,428,67
8,18,25,158,628,58
8,18,26,85,233,45
8,18,27,99,409,44
8,18,28,77,203,41
8,18,29,52,144,25
8,19,0,9,13,7
8,19,1,19,37,12
8,19,2,30,76,17
8,19,3,40,118,18
8,19,4,49,147,22
8,19,5,61,151,30
8,19,6,46,104,28
8,19,7,61,167,32
8,19,8,66,164,36
8,19,9,96,354,35
8,19,10,90,260,46
8,19,11,76,192,40
8,19,12,76,210,38
8,19,13,123,371,58
8,19,14,119,353,58
8,19,15,88,236,46
8,19,16,97,285,48
8,19,17,116,386,48
8,19,18,118,422,53
8,19,19,105,337,52
8,19,20,141,535,58
8,19,21,95,225,53
8,19,22,80,206,42
8,19,23,106,290,51
8,19,24,98,264,48
8,19,25,110,400,46
8,19,26,66,164,36
8,19,27,67,229,28
8,19,28,44,128,24
8,19,29,40,92,23
8,20,0,9,31,4
8,20,1,16,48,6
8,20,2,26,102,10
8,20,3,26,70,12
8,20,4,42,154,17
8,20,5,36,106,15
8,20,6,49,151,23
8,20,7,42,92,25
8,20,8,38,70,24
8,20,9,59,185,24
8,20,10,54,156,26
8,20,11,68,240,31
8,20,12,77,205,39
8,20,13,91,225,46
8,20,14,57,119,33
8,20,15,49,109,28
8,20,16,52,118,31
8,20,17,103,387,38
8,20,18,80,224,37
8,20,19,62,150,37
8,20,20,86,238,41
8,20,21,83,253,40
8,20,22,56,176,29
8,20,23,72,238,32
8,20,24,54,174,24
8,20,25,71,195,37
8,20,26,63,203,29
8,20,27,53,175,24
8,20,28,25,51,14
8,20,29,27,89,13
8,21,0,8,22,4
8,21,1,4,10,2
8,21,2,12,32,6
8,21,3,10,18,7
8,21,4,22,66,8
8,21,5,19,43,11
8,21,6,40,156,18
8,21,7,44,130,21
8,21,8,40,162,14
8,21,9,24,56,14
8,21,10,33,81,18
8,21,11,48,164,18
8,21,12,56,134,28
8,21,13,71,213,32
8,21,14,54,148,27
8,21,15,50,174,22
8,21,16,55,159,26
8,21,17,48,120,25
8,21,18,44,110,21
8,21,19,62,152,34
8,21,20,101,357,41
8,21,21,68,176,32
8,21,22,46,96,30
8,21,23,57,121,33
8,21,24,37,89,22
8,21,25,50,128,27
8,21,26,26,44,19
8,21,27,23,45,14
8,21,28,15,25,11
8,21,29,29,79,14
8,22,0,4,6,3
8,22,1,10,38,3
8,22,2,8,16,5
8,22,3,2,4,1
8,22,4,1,1,1
8,22,5,7,19,3
8,22,6,15,45,7
8,22,7,18,56,8
8,22,8,35,89,18
8,22,9,24,40,17
8,22,10,23,91,10
8,22,11,33,135,15
8,22,12,29,83,13
8,22,13,44,122,19
8,22,14,27,53,16
8,22,15,30,112,12
8,22,16,39,115,16
8,22,17,26,52,16
8,22,18,18,44,10
8,22,19,44,142,21
8,22,20,43,139,22
8,22,21,53,167,23
8,22,22,42,116,22
8,22,23,35,113,16
8,22,24,19,37,12
8,22,25,33,81,17
8,22,26,26,84,13
8,22,27,12,56,5
8,22,28,17,49,9
8,22,29,10,16,7
8,23,0,13,125,2
8,23,1,4,10,2
8,23,2,5,9,3
8,23,3,2,2,2
8,23,4,4,10,2
8,23,5,3,3,3
8,23,6,12,30,6
8,23,7,10,20,6
8,23,8,18,36,11
8,23,9,10,28,5
8,23,10,15,33,8
8,23,11,25,63,13
8,23,12,17,55,8
8,23,13,18,46,9
8,23,14,15,29,9
8,23,15,8,14,6
8,23,16,28,64,14
8,23,17,28,74,13
8,23,18,20,48,13
8,23,19,25,67,13
8,23,20,14,24,10
8,23,21,18,30,12
8,23,22,24,62,13
8,23,23,20,48,12
8,23,24,24,50,15
8,23,25,25,63,13
8,23,26,21,55,11
8,23,27,6,12,3
8,23,28,6,10,4
8,23,29,5,7,4
8,24,0,1,1,1
8,24,1,0,0,0
8,24,2,0,0,0
8,24,3,2,4,1
8,24,4,5,11,3
8,24,5,18,82,5
8,24,6,3,5,2
8,24,7,1,1,1
8,24,8,5,9,3
8,24,9,3,5,2
8,24,10,11,35,5
8,24,11,10,22,7
8,24,12,16,30,10
8,24,13,11,29,6
8,24,14,10,26,5
8,24,15,14,50,5
8,24,16,9,25,4
8,24,17,12,26,7
8,24,18,11,31,5
8,24,19,12,102,3
8,24,20,8,22,4
8,24,21,21,81,7
8,24,22,14,30,8
8,24,23,18,34,11
8,24,24,18,48,8
8,24,25,16,26,11
8,24,26,21,69,9
8,24,27,14,24,10
8,24,28,6,8,5
8,24,29,3,3,3
8,25,0,0,0,0
8,25,1,0,0,0
8,25,2,0,0,0
8,25,3,0,0,0
8,25,4,0,0,0
8,25,5,4,10,2
8,25,6,2,4,1
8,25,7,2,4,1
8,25,8,0,0,0
8,25,9,1,1,1
8,25,10,4,6,3
8,25,11,10,24,5
8,25,12,12,44,6
8,25,13,9,31,4
8,25,14,19,107,5
8,25,15,7,13,4
8,25,16,6,10,4
8,25,17,16,64,5
8,25,18,5,9,3
8,25,19,0,0,0
8,25,20,7,25,2
8,25,21,13,61,4
8,25,22,13,29,7
8,25,23,21,55,10
8,25,24,17,59,8
8,25,25,14,48,6
8,25,26,12,22,8
8,25,27,16,46,7
8,25,28,10,34,4
8,25,29,12,48,5
8,26,0,0,0,0
8,26,1,0,0,0
8,26,2,0,0,0
8,26,3,0,0,0
8,26,4,0,0,0
8,26,5,1,1,1
8,26,6,0,0,0
8,26,7,3,9,1
8,26,8,0,0,0
8,26,9,0,0,0
8,26,10,4,8,2
8,26,11,8,22,3
8,26,12,9,19,5
8,26,13,4,10,2
8,26,14,5,7,4
8,26,15,14,42,6
8,26,16,5,13,2
8,26,17,4,8,2
8,26,18,2,4,1
8,26,19,9,27,3
8,26,20,5,11,3
8,26,21,2,4,1
8,26,22,5,17,2
8,26,23,14,58,4
8,26,24,22,70,9
8,26,25,11,23,6
8,26,26,10,14,8
8,26,27,4,4,4
8,26,28,5,11,3
8,26,29,7,17,3
8,27,0,0,0,0
8,27,1,0,0,0
8,27,2,0,0,0
8,27,3,0,0,0
8,27,4,0,0,0
8,27,5,2,4,1
8,27,6,4,16,1
8,27,7,0,0,0
8,27,8,0,0,0
8,27,9,3,9,1
8,27,10,2,4,1
8,27,11,1,1,1
8,27,12,4,8,2
8,27,13,8,26,3
8,27,14,2,2,2
8,27,15,5,7,4
8,27,16,6,26,2
8,27,17,0,0,0
8,27,18,0,0,0
8,27,19,1,1,1
8,27,20,3,5,2
8,27,21,6,26,2
8,27,22,5,25,1
8,27,23,5,11,3
8,27,24,15,67,5
8,27,25,5,9,3
8,27,26,8,22,3
8,27,27,5,17,2
8,27,28,3,3,3
8,27,29,1,1,1
8,28,0,0,0,0
8,28,1,0,0,0
8,28,2,0,0,0
8,28,3,0,0,0
8,28,4,0,0,0
8,28,5,0,0,0
8,28,6,0,0,0
8,28,7,1,1,1
8,28,8,0,0,0
8,28,9,3,9,1
8,28,10,2,4,1
8,28,11,0,0,0
8,28,12,1,1,1
8,28,13,0,0,0
8,28,14,0,0,0
8,28,15,1,1,1
8,28,16,1,1,1
8,28,17,1,1,1
8,28,18,0,0,0
8,28,19,0,0,0
8,28,20,1,1,1
8,28,21,10,42,3
8,28,22,1,1,1
8,28,23,3,5,2
8,28,24,0,0,0
8,28,25,2,4,1
8,28,26,4,16,1
8,28,27,0,0,0
8,28,28,4,10,2
8,28,29,4,8,2
8,29,0,0,0,0
8,29,1,0,0,0
8,29,2,0,0,0
8,29,3,0,0,0
8,29,4,0,0,0
8,29,5,0,0,0
8,29,6,0,0,0
8,29,7,1,1,1
8,29,8,1,1,1
8,29,9,0,0,0
8,29,10,0,0,0
8,29,11,1,1,1
8,29,12,2,2,2
8,29,13,0,0,0
8,29,14,0,0,0
8,29,15,1,1,1
8,29,16,0,0,0
8,29,17,0,0,0
8,29,18,0,0,0
8,29,19,0,0,0
8,29,20,0,0,0
8,29,21,0,0,0
8,29,22,2,4,1
8,29,23,4,16,1
8,29,24,0,0,0
8,29,25,0,0,0
8,29,26,0,0,0
8,29,27,3,5,2
8,29,28,0,0,0
8,29,29,0,0,0
9,0,0,1,1,1
9,0,1,1,1,1
9,0,2,1,1,1
9,0,3,0,0,0
9,0,4,0,0,0
9,0,5,2,2,2
9,0,6,3,5,2
9,0,7,0,0,0
9,0,8,0,0,0
9,0,9,2,2,2
9,0,10,0,0,0
9,0,11,0,0,0
9,0,12,0,0,0
9,0,13,0,0,0
9,0,14,0,0,0
9,0,15,0,0,0
9,0,16,7,19,3
9,0,17,1,1,1
9,0,18,0,0,0
9,0,19,3,9,1
9,0,20,0,0,0
9,0,21,1,1,1
9,0,22,1,1,1
9,0,23,1,1,1
9,0,24,1,1,1
9,0,25,3,5,2
9,0,26,0,0,0
9,0,27,4,10,2
9,0,28,5,13,2
9,0,29,7,25,2
9,1,0,0,0,0
9,1,1,0,0,0
9,1,2,0,0,0
9,1,3,2,4,1
9,1,4,1,1,1
9,1,5,2,2,2
9,1,6,5,25,1
9,1,7,0,0,0
9,1,8,0,0,0
9,1,9,3,5,2
9,1,10,2,2,2
9,1,11,1,1,1
9,1,12,2,4,1
9,1,13,1,1,1
9,1,14,1,1,1
9,1,15,6,12,4
9,1,16,7,17,3
9,1,17,3,5,2
9,1,18,1,1,1
9,1,19,3,9,1
9,1,20,2,4,1
9,1,21,3,5,2
9,1,22,1,1,1
9,1,23,1,1,1
9,1,24,2,4,1
9,1,25,2,4,1
9,1,26,2,2,2
9,1,27,10,30,4
9,1,28,6,14,3
9,1,29,3,5,2
9,2,0,0,0,0
9,2,1,0,0,0
9,2,2,0,0,0
9,2,3,0,0,0
9,2,4,1,1,1
9,2,5,0,0,0
9,2,6,9,41,3
9,2,7,2,4,1
9,2,8,0,0,0
9,2,9,1,1,1
9,2,10,1,1,1
9,2,11,8,18,4
9,2,12,5,9,3
9,2,13,5,11,3
9,2,14,2,2,2
9,2,15,4,6,3
9,2,16,4,6,3
9,2,17,1,1,1
9,2,18,1,1,1
9,2,19,5,13,2
9,2,20,2,4,1
9,2,21,7,17,3
9,2,22,7,15,4
9,2,23,2,2,2
9,2,24,10,54,3
9,2,25,2,2,2
9,2,26,3,5,2
9,2,27,9,33,3
9,2,28,3,5,2
9,2,29,5,17,2
9,3,0,1,1,1
9,3,1,1,1,1
9,3,2,1,1,1
9,3,3,0,0,0
9,3,4,4,16,1
9,3,5,1,1,1
9,3,6,3,3,3
9,3,7,7,37,2
9,3,8,3,5,2
9,3,9,6,18,3
9,3,10,3,5,2
9,3,11,12,44,4
9,3,12,21,79,7
9,3,13,16,86,5
9,3,14,5,5,5
9,3,15,9,19,5
9,3,16,9,23,5
9,3,17,4,6,3
9,3,18,7,19,3
9,3,19,14,34,7
9,3,20,11,19,7
9,3,21,6,14,3
9,3,22,4,6,3
9,3,23,8,18,4
9,3,24,7,19,4
9,3,25,9,19,5
9,3,26,14,38,8
9,3,27,22,116,6
9,3,28,10,24,5
9,3,29,12,48,5
9,4,0,2,2,2
9,4,1,1,1,1
9,4,2,2,2,2
9,4,3,8,24,3
9,4,4,2,2,2
9,4,5,2,2,2
9,4,6,11,25,5
9,4,7,18,90,6
9,4,8,17,55,8
9,4,9,9,15,6
9,4,10,5,9,3
9,4,11,7,9,6
9,4,12,17,57,6
9,4,13,16,46,8
9,4,14,16,54,6
9,4,15,4,8,2
9,4,16,5,7,4
9,4,17,1,1,1
9,4,18,4,6,3
9,4,19,8,16,5
9,4,20,19,45,10
9,4,21,11,25,6
9,4,22,15,27,10
9,4,23,12,28,7
9,4,24,11,23,6
9,4,25,11,25,7
9,4,26,16,32,10
9,4,27,14,32,8
9,4,28,15,29,9
9,4,29,12,28,6
9,5,0,3,5,2
9,5,1,3,3,3
9,5,2,3,3,3
9,5,3,4,6,3
9,5,4,7,21,3
9,5,5,9,25,4
9,5,6,16,94,5
9,5,7,19,75,8
9,5,8,26,166,8
9,5,9,17,31,11
9,5,10,18,82,7
9,5,11,9,33,3
9,5,12,14,38,6
9,5,13,13,29,7
9,5,14,21,71,9
9,5,15,24,76,9
9,5,16,13,27,7
9,5,17,10,24,6
9,5,18,11,33,6
9,5,19,29,129,10
9,5,20,35,225,13
9,5,21,22,64,11
9,5,22,25,63,13
9,5,23,24,58,14
9,5,24,29,61,16
9,5,25,23,35,17
9,5,26,14,26,9
9,5,27,20,40,12
9,5,28,18,34,12
9,5,29,11,25,6
9,6,0,1,1,1
9,6,1,3,5,2
9,6,2,0,0,0
9,6,3,4,8,2
9,6,4,6,14,3
9,6,5,19,61,7
9,6,6,15,37,8
9,6,7,7,13,5
9,6,8,6,10,4
9,6,9,21,49,11
9,6,10,33,135,12
9,6,11,21,43,12
9,6,12,19,43,11
9,6,13,30,102,13
9,6,14,31,83,16
9,6,15,21,59,10
9,6,16,13,25,8
9,6,17,23,57,13
9,6,18,34,134,13
9,6,19,39,105,17
9,6,20,42,136,19
9,6,21,38,126,20
9,6,22,44,108,23
9,6,23,35,87,19
9,6,24,35,83,20
9,6,25,23,61,12
9,6,26,30,104,14
9,6,27,31,103,15
9,6,28,20,40,13
9,6,29,22,116,11
9,7,0,4,10,2
9,7,1,13,43,5
9,7,2,5,11,3
9,7,3,10,34,4
9,7,4,9,23,5
9,7,5,34,104,14
9,7,6,23,81,10
9,7,7,34,102,17
9,7,8,20,64,8
9,7,9,50,216,20
9,7,10,20,38,14
9,7,11,49,153,22
9,7,12,34,92,20
9,7,13,42,136,20
9,7,14,57,157,28
9,7,15,39,97,22
9,7,16,59,179,26
9,7,17,57,163,27
9,7,18,55,141,29
9,7,19,62,166,31
9,7,20,50,126,26
9,7,21,57,161,30
9,7,22,54,124,32
9,7,23,52,154,26
9,7,24,46,94,28
9,7,25,64,170,34
9,7,26,57,195,26
9,7,27,58,156,31
9,7,28,19,29,14
9,7,29,12,22,8
9,8,0,2,2,2
9,8,1,12,28,6
9,8,2,14,32,8
9,8,3,20,68,8
9,8,4,27,115,11
9,8,5,35,117,15
9,8,6,56,174,26
9,8,7,62,212,28
9,8,8,58,146,28
9,8,9,60,150,31
9,8,10,64,170,32
9,8,11,73,203,36
9,8,12,66,224,32
9,8,13,82,262,41
9,8,14,76,218,35
9,8,15,68,196,33
9,8,16,72,200,36
9,8,17,102,272,52
9,8,18,84,242,43
9,8,19,78,206,40
9,8,20,76,212,35
9,8,21,56,132,31
9,8,22,57,119,36
9,8,23,68,166,42
9,8,24,75,169,45
9,8,25,103,419,43
9,8,26,71,289,31
9,8,27,54,148,31
9,8,28,49,165,22
9,8,29,48,178,21
9,9,0,14,38,8
9,9,1,19,63,9
9,9,2,28,86,13
9,9,3,36,108,18
9,9,4,53,161,24
9,9,5,45,137,23
9,9,6,84,260,38
9,9,7,79,307,31
9,9,8,87,337,37
9,9,9,74,184,38
9,9,10,89,229,49
9,9,11,97,253,51
9,9,12,107,291,55
9,9,13,115,273,64
9,9,14,129,425,57
9,9,15,140,470,63
9,9,16,145,459,68
9,9,17,149,583,67
9,9,18,153,449,77
9,9,19,139,395,71
9,9,20,129,407,59
9,9,21,104,274,54
9,9,22,89,215,51
9,9,23,127,403,58
9,9,24,127,421,54
9,9,25,89,249,47
9,9,26,72,166,42
9,9,27,46,84,32
9,9,28,57,149,29
9,9,29,77,303,28
9,10,0,12,28,6
9,10,1,19,57,9
9,10,2,30,78,15
9,10,3,47,129,24
9,10,4,66,250,25
9,10,5,87,225,46
9,10,6,105,303,53
9,10,7,100,296,46
9,10,8,122,434,53
9,10,9,127,371,66
9,10,10,141,411,69
9,10,11,130,342,71
9,10,12,140,338,77
9,10,13,157,461,74
9,10,14,137,353,71
9,10,15,186,604,87
9,10,16,164,460,77
9,10,17,173,507,95
9,10,18,202,538,101
9,10,19,202,646,91
9,10,20,157,397,85
9,10,21,157,401,84
9,10,22,174,510,80
9,10,23,155,485,71
9,10,24,181,663,85
9,10,25,133,469,63
9,10,26,121,383,63
9,10,27,88,222,51
9,10,28,96,278,50
9,10,29,56,120,34
9,11,0,16,44,9
9,11,1,19,49,10
9,11,2,45,125,20
9,11,3,60,168,30
9,11,4,91,313,37
9,11,5,125,419,53
9,11,6,105,263,54
9,11,7,151,463,70
9,11,8,160,676,70
9,11,9,162,446,81
9,11,10,160,386,87
9,11,11,213,653,101
9,11,12,214,584,107
9,11,13,256,888,110
9,11,14,216,570,111
9,11,15,218,654,106
9,11,16,255,1045,105
9,11,17,263,833,123
9,11,18,225,723,109
9,11,19,268,938,122
9,11,20,242,732,116
9,11,21,255,867,119
9,11,22,235,765,109
9,11,23,243,761,113
9,11,24,215,565,111
9,11,25,176,520,91
9,11,26,168,478,83
9,11,27,144,458,68
9,11,28,143,657,62
9,11,29,96,338,43
9,12,0,24,68,11
9,12,1,43,97,24
9,12,2,61,155,30
9,12,3,86,256,40
9,12,4,119,371,55
9,12,5,186,556,84
9,12,6,216,772,92
9,12,7,210,778,89
9,12,8,250,850,104
9,12,9,255,797,116
9,12,10,269,757,128
9,12,11,289,893,137
9,12,12,319,883,160
9,12,13,358,1122,165
9,12,14,296,784,150
9,12,15,290,794,142
9,12,16,282,764,148
9,12,17,360,1246,167
9,12,18,338,1100,163
9,12,19,348,1094,170
9,12,20,248,674,127
9,12,21,321,953,156
9,12,22,249,755,124
9,12,23,252,738,133
9,12,24,241,681,117
9,12,25,251,819,123
9,12,26,252,810,118
9,12,27,211,633,103
9,12,28,190,614,89
9,12,29,85,171,56
9,13,0,20,50,12
9,13,1,53,151,26
9,13,2,89,265,40
9,13,3,107,281,54
9,13,4,144,520,62
9,13,5,173,535,78
9,13,6,220,636,108
9,13,7,249,893,110
9,13,8,260,770,132
9,13,9,264,794,124
9,13,10,367,1319,157
9,13,11,359,1109,173
9,13,12,385,1191,177
9,13,13,404,1212,184
9,13,14,408,1402,176
9,13,15,391,1301,179
9,13,16,417,1325,187
9,13,17,415,1283,194
9,13,18,447,1415,207
9,13,19,394,1330,177
9,13,20,383,1309,165
9,13,21,419,1453,183
9,13,22,334,904,166
9,13,23,273,869,128
9,13,24,291,925,140
9,13,25,300,932,152
9,13,26,294,916,138
9,13,27,254,792,127
9,13,28,214,582,106
9,13,29,121,285,68
9,14,0,24,94,9
9,14,1,82,334,33
9,14,2,113,365,55
9,14,3,109,309,53
9,14,4,128,332,68
9,14,5,206,678,95
9,14,6,207,715,98
9,14,7,276,932,117
9,14,8,258,756,136
9,14,9,362,1344,160
9,14,10,427,1425,191
9,14,11,425,1403,191
9,14,12,425,1323,195
9,14,13,418,1430,178
9,14,14,435,1377,197
9,14,15,437,1325,210
9,14,16,427,1413,197
9,14,17,374,1198,183
9,14,18,442,1264,213
9,14,19,479,1565,207
9,14,20,372,992,197
9,14,21,374,1222,178
9,14,22,337,1105,160
9,14,23,353,1023,167
9,14,24,323,915,166
9,14,25,305,875,153
9,14,26,334,1220,142
9,14,27,273,803,133
9,14,28,233,831,106
9,14,29,149,457,81
9,15,0,43,111,21
9,15,1,81,243,35
9,15,2,98,278,48
9,15,3,104,268,57
9,15,4,117,263,69
9,15,5,195,623,89
9,15,6,211,733,94
9,15,7,274,856,126
9,15,8,323,895,158
9,15,9,408,1354,177
9,15,10,387,1123,182
9,15,11,476,1852,195
9,15,12,411,1249,193
9,15,13,418,1252,197
9,15,14,408,1046,215
9,15,15,482,1396,228
9,15,16,467,1447,219
9,15,17,484,1518,224
9,15,18,426,1244,209
9,15,19,469,1535,210
9,15,20,404,1294,180
9,15,21,384,1336,170
9,15,22,366,1150,173
9,15,23,333,855,180
9,15,24,341,983,165
9,15,25,261,747,136
9,15,26,289,1069,124
9,15,27,238,730,116
9,15,28,206,622,102
9,15,29,170,510,85
9,16,0,35,119,15
9,16,1,53,167,25
9,16,2,60,134,36
9,16,3,130,414,59
9,16,4,145,381,76
9,16,5,191,573,98
9,16,6,227,693,107
9,16,7,283,819,134
9,16,8,265,823,127
9,16,9,333,973,152
9,16,10,352,1098,168
9,16,11,327,933,170
9,16,12,344,1076,156
9,16,13,413,1371,182
9,16,14,469,1365,222
9,16,15,472,1690,199
9,16,16,383,1273,181
9,16,17,389,1301,181
9,16,18,484,1890,207
9,16,19,387,1059,201
9,16,20,425,1591,179
9,16,21,348,1134,168
9,16,22,311,861,156
9,16,23,324,960,152
9,16,24,275,807,135
9,16,25,253,787,117
9,16,26,211,563,115
9,16,27,231,739,109
9,16,28,197,627,93
9,16,29,109,271,59
9,17,0,13,23,8
9,17,1,37,85,21
9,17,2,62,158,32
9,17,3,101,273,49
9,17,4,95,223,53
9,17,5,154,474,76
9,17,6,204,670,93
9,17,7,214,726,99
9,17,8,244,846,112
9,17,9,272,796,125
9,17,10,259,773,125
9,17,11,269,781,130
9,17,12,280,828,133
9,17,13,276,730,141
9,17,14,319,1021,144
9,17,15,374,1142,167
9,17,16,316,1016,147
9,17,17,353,1033,169
9,17,18,369,1325,171
9,17,19,341,1043,158
9,17,20,328,1016,156
9,17,21,293,813,147
9,17,22,309,969,138
9,17,23,294,966,128
9,17,24,233,725,112
9,17,25,219,575,111
9,17,26,216,646,105
9,17,27,180,594,83
9,17,28,131,373,65
9,17,29,76,204,44
9,18,0,23,59,11
9,18,1,40,106,20
9,18,2,48,158,22
9,18,3,64,152,35
9,18,4,94,248,45
9,18,5,127,379,61
9,18,6,174,566,82
9,18,7,148,400,74
9,18,8,187,559,86
9,18,9,169,467,88
9,18,10,187,653,78
9,18,11,208,604,100
9,18,12,237,729,110
9,18,13,263,849,124
9,18,14,263,735,135
9,18,15,272,802,131
9,18,16,248,716,120
9,18,17,266,872,122
