#class tools::wcsv::ntuple
#title Data
#separator 44
#vector_separator 59
#column double LXe_D_9_Energy_deposited
#column double LXe_D_9_SiPM_hits
#column double LXe_D_9_Photons_Created
0.147098,8,1170
0.434114,25,3360
0.0947149,7,706
0.432499,14,3491
0.306384,7,2437
0.522905,24,4076
0.0639983,1,472
0.284265,12,2216
0.178624,6,1368
0.241998,10,1855
0.0384074,2,278
0.0418114,3,289
0.401009,20,3141
0.213001,4,1584
0.251213,8,1982
0.206885,10,1651
0.34046,11,2661
0.487331,21,3941
0.166607,7,1254
0.302536,17,2442
0.373309,15,2930
0.264616,9,2037
0.485701,16,3819
0.47118,22,3751
0.3004,14,2371
0.283349,12,2177
0.392362,11,2957
0.184036,8,1441
0.459164,17,3641
0.0799067,2,623
0.395628,15,3057
0.348589,14,2865
0.475822,22,3678
0.526187,23,4162
0.514132,31,4023
0.487265,21,3785
0.243608,10,1949
0.443704,18,3532
0.496215,23,3815
0.521759,15,4117
0.0644675,4,506
0.0435422,1,278
0.347455,11,2750
0.306389,15,2420
0.603088,28,4690
0.0602927,4,428
0.467909,16,3732
0.460341,15,3644
0.363582,14,2833
0.472202,19,3749
0.241698,7,1845
0.282023,8,2183
0.457716,22,3634
0.414703,11,3131
0.24293,9,1928
0.440738,15,3538
0.557222,30,4368
0.0488313,4,323
0.225332,11,1781
0.00974185,1,51
0.255109,5,1995
0.238681,11,1911
0.441403,13,3460
0.579011,21,4228
0.0739419,4,554
0.135824,5,1047
0.26666,9,2074
0.326188,13,2516
0.149743,9,1149
0.129915,6,977
0.0159069,1,100
0.442359,13,3282
0.421822,18,3300
0.40152,16,3212
0.134909,7,1083
0.204527,14,1586
0.341729,17,2734
0.049158,2,370
0.508064,24,3925
0.558112,22,4395
0.228783,16,1771
0.451904,7,3687
0.493817,22,3794
0.395976,15,3213
0.479333,20,3870
0.32618,8,2527
0.396217,22,3129
0.347574,14,2711
0.0365854,2,258
0.105152,3,768
0.465738,24,3625
0.102775,3,788
0.114078,3,863
0.178457,10,1373
0.24351,16,1948
0.227953,9,1691
0.556847,28,4348
0.28632,7,2219
0.329852,14,2532
0.460216,17,3665
0.0157783,1,97
0.447203,17,3538
0.487428,17,3867
0.137207,8,1071
0.331306,19,2550
0.491928,24,3893
0.467668,21,3671
0.48058,19,3893
0.500988,22,3888
0.0694691,9,536
0.164728,6,1328
0.400371,21,3231
0.134268,9,1028
0.0647739,3,492
0.381424,16,3008
0.351216,17,2839
0.399135,17,3107
0.178471,7,1364
0.383036,19,2951
0.480841,26,3705
0.4701,13,3740
0.396785,21,3168
0.112293,5,833
0.315007,7,2521
0.0593009,1,414
0.0579975,2,433
0.522218,28,4216
0.150431,4,1146
0.264345,17,2106
0.0782759,8,596
0.0139398,1,78
0.468178,15,3729
0.472864,16,3740
0.11962,6,914
0.339811,12,2613
0.230904,14,1768
0.10701,4,795
0.27785,12,2198
0.0433017,1,322
0.342647,12,2770
0.200328,9,1513
0.0399909,2,290
0.453617,19,3645
0.484309,14,3909
0.327341,16,2460
0.474669,21,3729
0.448355,24,3610
0.413614,14,3377
0.218635,4,1707
0.382328,19,3083
0.211523,4,1754
0.277882,13,2192
0.477132,15,3715
0.384677,18,3005
0.411639,22,3238
0.410319,15,3306
0.220573,5,1691
0.441571,22,3530
0.429147,19,3343
0.0890678,4,653
0.473478,31,3810
0.0989886,7,805
0.413418,14,3220
0.480752,27,3802
0.478121,15,3814
0.289781,11,2249
0.485353,32,3774
0.395997,12,3206
0.0596149,1,424
0.582435,15,4449
0.428168,11,3420
0.174912,4,1350
0.391272,22,3127
0.0347446,1,247
0.146251,12,1110
0.477959,20,3869
0.491437,21,3898
0.0704277,1,496
0.459292,14,3564
0.417117,14,3377
0.461269,18,3682
0.479905,16,3820
0.392838,13,3124
0.574634,37,4490
0.482323,23,3785
0.461707,17,3733
0.264426,10,2031
0.238216,9,1882
0.505443,24,3837
0.442695,16,3449
0.00553723,1,25
0.393,14,3071
0.213582,6,1679
0.391196,16,3029
0.0805059,2,622
0.451327,25,3495
0.0381068,1,281
0.298017,14,2316
0.151377,8,1187
0.455766,20,3647
0.273315,10,2175
0.328565,12,2542
0.247995,9,1896
0.0205081,2,119
0.212926,7,1722
0.481102,22,3938
0.042739,5,300
0.177056,5,1407
0.425953,18,3395
0.481513,21,3729
0.239099,10,1930
0.407433,17,3281
0.187007,11,1487
0.43781,14,3412
0.468602,23,3784
0.124407,6,982
0.0936422,3,664
0.451539,19,3678
0.456799,15,3724
0.383932,20,3074
0.119195,1,910
0.534017,18,4320
0.183296,8,1477
0.0848728,1,604
0.114891,6,884
0.436655,15,3479
0.0187379,1,128
0.310865,10,2507
0.127823,5,956
0.207205,5,1630
0.189889,3,1420
0.427566,21,3376
0.173558,6,1398
0.406701,11,3135
0.136772,10,1093
0.378472,15,2805
0.47816,18,3793
0.458059,12,3655
0.347939,6,2707
0.356233,14,2756
0.037171,2,244
0.274351,13,2161
0.383019,14,3087
0.527217,24,3950
0.465483,17,3570
0.411154,17,3180
0.225176,7,1757
0.238873,11,1907
0.48406,26,3864
0.218638,9,1724
0.195416,9,1421
0.485914,21,3817
0.234168,9,1789
0.039508,5,266
0.212644,9,1674
0.401323,19,3253
0.0653919,5,474
0.351824,13,2719
0.243727,6,1935
0.458757,27,3519
0.402997,28,3192
0.109393,3,828
0.520979,16,4080
0.281461,10,2171
0.294691,7,2304
0.554096,36,4412
0.581393,29,4547
0.406681,19,3170
0.120569,5,916
0.604665,31,4638
0.348988,9,2855
0.240831,9,1906
0.432009,18,3379
0.259457,13,2106
0.402131,20,3195
0.466564,20,3653
0.18858,4,1424
0.48675,24,3652
0.442249,20,3492
0.270555,9,2178
0.286365,11,2254
0.362196,22,2879
0.45363,14,3658
0.360997,12,2902
0.496567,29,3972
0.514094,21,3985
0.181928,10,1367
0.0632841,2,488
0.0839636,5,660
0.443835,14,3467
0.321483,7,2555
0.0825581,2,630
0.171899,7,1353
0.4813,16,3880
0.0827163,3,619
0.276113,13,2222
0.266862,9,2017
0.0391104,1,273
0.539074,14,4200
0.465509,29,3783
0.440411,14,3490
0.0381431,2,246
0.363235,16,2880
0.543919,19,4347
0.43726,20,3473
0.18953,4,1453
0.488138,14,3909
0.286628,14,2297
0.501967,17,4003
0.431364,17,3511
0.274327,12,2158
0.422485,20,3236
0.461471,19,3584
0.475322,22,3677
0.419856,24,3434
0.409448,19,3139
0.183849,5,1405
0.313998,10,2491
0.379657,18,2990
0.451658,28,3573
0.0330424,1,224
0.172843,8,1377
0.463571,23,3666
0.216661,7,1686
0.540201,16,4227
0.376935,24,2879
0.107747,1,805
0.288944,8,2264
0.37864,11,3003
0.159536,8,1296
0.385251,21,2450
0.0643545,2,463
0.418897,12,3260
0.123126,4,916
0.464221,19,3707
0.146895,3,1110
0.0809542,4,598
0.249916,9,2033
0.478858,20,3846
0.0781264,5,575
0.269393,7,2106
0.413691,17,3260
0.44395,25,3516
0.203541,6,1624
0.409157,15,3220
0.0124236,1,66
0.577952,26,4485
0.292403,12,2264
0.0826857,2,599
0.391506,20,3070
0.0900207,4,695
0.355516,14,2849
0.484466,24,3860
0.0903451,6,679
0.150911,7,1150
0.185039,8,1459
0.402987,16,3079
0.546483,24,4274
0.18073,10,1376
0.175787,6,1406
0.385092,19,2915
0.485129,17,3864
0.349007,18,2669
0.0341539,2,240
0.457083,20,3670
0.474887,16,3721
0.335115,10,2617
0.491892,20,3920
0.256025,10,2019
0.256971,13,2039
